Contratada;"Nº Processo";"Tipo de contrato";"Tipo de processo";"Data do Ateste";"Data do Pagamento";"Nº Empenho";"Tipo Rubrica";PTRES;"Nº Ordem Bancária";Justificativa;Tema;"IDN Nota Fiscal";"Nº Nota Fiscal";"Valor bruto da contratada";"Valor líquido da contratada";"Veículo / Fornecedor";"Valor bruto do fornecedor";"Valor líquido do fornecedor";"Nome fantasia do veículo";"Grupo / Editora";Meios;"Tipo da praça de veiculação";"Praças de Veiculação"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002278/2014-73;Publicidade;Midia;11/12/2014;17/12/2014;2013NE800004;Institucional;060132;14OB801382;;"SECA SEMIÁRIDO 2013 ¿ Ações e Obras";239687;8399;5411,43;5287,97;"07.663.719/0001-51 / FUNDAÇAO DEMOCRITO ROCHA";4556,99;4556,99;"O POVO";;Televisão;Estadual;CEARA
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002278/2014-73;Publicidade;Midia;11/12/2014;17/12/2014;2013NE800004;Institucional;060132;14OB801382;;"Campanha de Oportunidade Institucional - 2013 II";239686;8398;22667,76;22150,57;"33.050.733/0008-66 / RADIO E TELEVISAO BANDEIRANTES DO RIO DE JANEIRO S.A";19088,64;17284,76;"BAN    ";;Televisão;Regional;"RIO DE JANEIRO - RJ"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002278/2014-73;Publicidade;Midia;11/12/2014;17/12/2014;2013NE800004;Institucional;060132;14OB801382;;"Campanha de Oportunidade Institucional - 2013 II";239835;8400;3155,52;3065,75;"17.772.153/0001-50 / REGIONAL CENTRO SUL DE COMUNICAÇAO S/A";2657,28;2344,12;"BAN    ";;Televisão;Regional;"UBERABA - MG"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002294/2014-66;Publicidade;Midia;11/12/2014;17/12/2014;2014NE800006;Institucional;060132;14OB801388;;"Comunicação Institucional 2014 - Prestação de Contas Regional I";239992;7100;7490,56;7319,65;"27.065.150/0011-01 / NASSAU EDITORA RADIO E TV LTDA";6307,84;5711,75;"TV TRIBUNA";;Televisão;Regional;"RECIFE - PE"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002297/2014-08;Publicidade;Midia;11/12/2014;17/12/2014;2014NE800005;Institucional;060132;14OB801377;;"Comunicação Institucional 2014 - Prestação de Contas Regional II";238253;43685;40427,42;39439,15;"07.663.719/0001-51 / FUNDAÇAO DEMOCRITO ROCHA";34044,14;34044,14;"O POVO";;Televisão;Regional;"FORTALEZA - CE"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002222/2014-19;Publicidade;Midia;04/12/2014;11/12/2014;2014NE800004;Institucional;060132;14OB801369;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";239504;8289;8917,84;8714,38;"05.143.490/0001-07 / RBA REDE BRASIL AMAZONIA DE TELEVISAO LTDA";7509,76;6800,09;"BAN    ";;Televisão;Regional;"BELEM - PA"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002222/2014-19;Publicidade;Midia;04/12/2014;11/12/2014;2014NE800004;Institucional;060132;14OB801369;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";239633;8291;121731,6;118922,91;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";102510,82;92714,39;"SBT    ";;Televisão;Estadual;"SANTA CATARINA"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002222/2014-19;Publicidade;Midia;04/12/2014;11/12/2014;2014NE800004;Institucional;060132;14OB801369;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";239518;8300;5413,1;5289,59;"09.143.573/0001-49 / MICROONDAS - MARKETING, PUBLICIDADE E EVENTOS LTDA - ME ";4558,4;4558,4;"TV OSASCO";;Televisão;Regional;"OSASCO - SP"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002222/2014-19;Publicidade;Midia;04/12/2014;11/12/2014;2014NE800004;Institucional;060132;14OB801369;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";239514;8298;4309,2;4210,88;"10.713.012/0001-17 / CANAL 24 HORAS EIRELI - ME ";3628,8;3285,88;"TV CANAL 24 HORAS";;Televisão;Regional;"BRUSQUE - SC"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002222/2014-19;Publicidade;Midia;04/12/2014;11/12/2014;2014NE800004;Institucional;060132;14OB801369;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";239511;8297;1000,35;977,52;"10.405.291/0001-51 / Associação Cultural e Educativa de Televisão de Itajaí";842,4;762,79;"TV MCA";;Televisão;Regional;"ITAJAI - SC"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002222/2014-19;Publicidade;Midia;04/12/2014;11/12/2014;2014NE800004;Institucional;060132;14OB801369;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";239510;8296;650,85;636;"13.304.349/0001-69 / CANAL VINTE PROCUCOES CINEMATOGRAFICAS LTDA ME";548,08;548,08;"CANAL 20";;Televisão;Regional;"ARARANGUA - SC"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002222/2014-19;Publicidade;Midia;04/12/2014;11/12/2014;2014NE800004;Institucional;060132;14OB801369;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";239509;8295;2872,8;2807,25;"10.713.012/0001-17 / CANAL 24 HORAS EIRELI - ME ";2419,2;2419,2;"TV CANAL 24 HORAS";;Televisão;Regional;"BRUSQUE - SC"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002222/2014-19;Publicidade;Midia;04/12/2014;11/12/2014;2014NE800004;Institucional;060132;14OB801369;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";239508;8294;5799,3;5666,99;"23.089.402/0001-00 / NTV - Nossa TV";4883,62;4883,62;"NTV - NOSSA TV";;Televisão;Regional;"PATOS DE MINAS - MG"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002222/2014-19;Publicidade;Midia;04/12/2014;11/12/2014;2014NE800004;Institucional;060132;14OB801369;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";239507;8293;1903,04;1859,62;"63.538.946/0001-26 / TV CHICO DE RADIO COMUNICAÇAO LTDA";1602,56;1451,12;"BAN    ";;Televisão;Regional;"IMPERATRIZ - MA"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002222/2014-19;Publicidade;Midia;04/12/2014;11/12/2014;2014NE800004;Institucional;060132;14OB801369;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";239506;8292;449,92;439,66;"05.913.363/0001-31 / SISTEMA MERIDIONAL DE COMUNICACAO LTDA";378,88;378,88;"BAN    ";;Televisão;Regional;"PORTO VELHO - RO"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002222/2014-19;Publicidade;Midia;04/12/2014;11/12/2014;2014NE800004;Institucional;060132;14OB801369;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";239505;8290;650,85;636;"13.304.349/0001-69 / CANAL VINTE PROCUCOES CINEMATOGRAFICAS LTDA ME";548,08;548,08;"CANAL 20";;Televisão;Regional;"ARARANGUA - SC"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002224/2014-16;Publicidade;Midia;04/12/2014;11/12/2014;2014NE800004;Institucional;060132;14OB801370;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";239516;8299;21135,6;20653,37;"04.408.830/0001-03 / FUNDACAO CULTURAL ANHANGUERA";17798,4;17798,4;"TV REDE PAULISTA";;Televisão;Regional;"JUNDIAI - SP"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002226/2014-05;Publicidade;Midia;04/12/2014;10/12/2014;2013NE800004;Institucional;060132;14OB801359;;"SECA SEMIÁRIDO 2013 ¿ Ações e Obras";220960;003336;4328,01;4199,17;"02.131.538/0001-60 / TV OMEGA LTDA.";3644,64;3195,26;"RTV    ";;Televisão;Regional;"RECIFE - PE"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002192/2014-41;Publicidade;Midia;27/11/2014;05/12/2014;2014NE800004;Institucional;060132;14OB801347;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";233777;5905;493,26;482,01;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";415,38;358,73;"SBT    ";;Televisão;Regional;"ITAITUBA - PA"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002165/2014-78;Publicidade;Midia;27/11/2014;04/12/2014;2014NE800006;Institucional;060132;14OB801335;;"Comunicação Institucional 2014 - Prestação de Contas Regional I";234232;3257;57064,24;55762,27;"09.168.704/0001-42 / EMPRESA BRASIL DE COMUNICACAO S.A. - EBC";48054,1;43512,99;"TV BRASIL";;Televisão;Regional;"RIO DE JANEIRO - RJ"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002166/2014-12;Publicidade;Midia;27/11/2014;04/12/2014;2014NE800006;Institucional;060132;14OB801337;;"Copa 2014 - Celebração";239172;6577;228111,66;222907,11;"60.509.239/0001-13 / RADIO E TELEVISAO BANDEIRANTES S.A.";192094,03;173875,52;BANDEIRANTES;;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002166/2014-12;Publicidade;Midia;27/11/2014;04/12/2014;2014NE800006;Institucional;060132;14OB801337;;"Copa 2014 - Celebração";239053;6568;29061,41;28398,35;"60.509.239/0001-13 / RADIO E TELEVISAO BANDEIRANTES S.A.";24472,77;22134,38;BANDEIRANTES;;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002166/2014-12;Publicidade;Midia;27/11/2014;04/12/2014;2014NE800006;Institucional;060132;14OB801337;;"Copa 2014 - Celebração";239272;6651;13205;12903,72;"33.040.767/0001-01 / SONY PICTURES RELEASING OF BRASIL INC";11120;10069,16;AXN;;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002166/2014-12;Publicidade;Midia;27/11/2014;04/12/2014;2014NE800006;Institucional;060132;14OB801337;;"Copa 2014 - Celebração";239008;6443;117679,01;114994,06;"60.509.239/0001-13 / RADIO E TELEVISAO BANDEIRANTES S.A.";99098,11;89707,99;BANDEIRANTES;;Televisão;Nacional;Brasil
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002169/2014-56;Publicidade;Midia;27/11/2014;04/12/2014;2014NE800005;Institucional;060132;14OB801330;;"Campanha Copa 2014";239340;44102;17100;16709,85;"48.393.755/0001-20 / REDE FAMILIA DE COMUNICACAO LTDA";14400;13039,2;"TV REDE FAMILIA";;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002171/2014-25;Publicidade;Midia;27/11/2014;04/12/2014;2014NE800004;Institucional;060132;14OB801326;;"Microempreendedores Individuais - ações complementares ";238948;8038;178274,15;174206,68;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";150125,6;135938,73;"REC    ";;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002202/2014-48;Publicidade;Midia;01/12/2014;04/12/2014;2014NE800004;Institucional;060132;14OB801327/801332;;"Microempreendedores Individuais - ações complementares ";238914;7864;1361016,05;1329944,19;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";1146118,78;1037743,59;"SBT    ";;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002202/2014-48;Publicidade;Midia;01/12/2014;04/12/2014;2014NE800007;"Utilidade Pública";060133;14OB801327/801332;;"Campanha Aduana";239060;8089;7481,25;7310,56;"05.475.556/0001-58 / TURNER BROADCASTING SYSTEM LATIN AMERICA";6300;6300;CNN;;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002207/2014-71;Publicidade;Midia;01/12/2014;04/12/2014;2014NE800006;Institucional;060132;14OB801331;;"Copa 2014 - Celebração";238663;6726;270023,25;263862,46;"00.252.848/0001-08 / TELECINE PROGRAMACAO DE FILMES LTDA";227388;205899,83;"TELECINE ACTION";;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002151/2014-54;Publicidade;Midia;21/11/2014;27/11/2014;2014NE800004;Institucional;060132;14OB801310;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";239063;8092;6201,6;6060,11;"04.706.170/0001-47 / FUNDAÇAO ANGELO REDIVO";5222,4;5222,4;"AR TV";;Televisão;Regional;"ARARANGUA - SC"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002151/2014-54;Publicidade;Midia;21/11/2014;27/11/2014;2014NE800004;Institucional;060132;14OB801310;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";239065;8094;83585,74;81678,66;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";70387,99;63736,32;"GLO    ";;Televisão;Regional;"BLUMENAU - SC"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002151/2014-54;Publicidade;Midia;21/11/2014;27/11/2014;2014NE800004;Institucional;060132;14OB801310;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";239064;8093;6201,6;6060,11;"04.706.170/0001-47 / FUNDAÇAO ANGELO REDIVO";5222,4;5222,4;"AR TV";;Televisão;Regional;"ARARANGUA - SC"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002158/2014-76;Publicidade;Midia;21/11/2014;27/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801300;;"Campanha Aduana";238905;8000;10699,38;10455,26;"02.608.224/0001-06 / CANAL BRAZIL S/A";9010;8158,55;"CANAL BRASIL";;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002160/2014-45;Publicidade;Midia;21/11/2014;27/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801302;;"Campanha Aduana";238945;8035;12198;11919,69;"31.433.592/0001-69 / TURNER INTERNATIONAL DO BRASIL LTDA ";10272;9301,3;TCM;;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002160/2014-45;Publicidade;Midia;21/11/2014;27/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801302;;"Campanha Aduana";239062;8091;9063;8856,22;"01.253.766/0001-40 / NBCUniversal Networks International Brasil Programadora S.A.";7632;6910,78;"STUDIO UNIVERSAL";;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002160/2014-45;Publicidade;Midia;21/11/2014;27/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801302;;"Campanha Aduana";239061;8090;7883,1;7703,24;"00.811.990/0001-48 / GLOBOSAT PROGRAMADORA LTDA";6638,4;6011,07;OFF;;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002160/2014-45;Publicidade;Midia;21/11/2014;27/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801302;;"Campanha Aduana";239059;8088;17456,25;17057,97;"05.475.556/0001-58 / TURNER BROADCASTING SYSTEM LATIN AMERICA";14700;14700;CNN;;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002160/2014-45;Publicidade;Midia;21/11/2014;27/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801302;;"Campanha Aduana";239058;8087;28721,59;28066,28;"00.219.640/0001-97 / HBO BRASIL LTDA";24186,6;21900,97;CINEMAX;;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002160/2014-45;Publicidade;Midia;21/11/2014;27/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801302;;"Campanha Aduana";239057;8086;3526,88;3446,41;"04.334.366/0003-10 / NEWCO PROGRAMADORA E PRODUTORA DE COMUNICACAO LTDA.";2970;2689,33;MGM;;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002160/2014-45;Publicidade;Midia;21/11/2014;27/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801302;;"Campanha Aduana";238947;8036;10830;10582,9;"31.433.592/0001-69 / TURNER INTERNATIONAL DO BRASIL LTDA ";9120;8258,16;TBS;;Televisão;Nacional;Brasil
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002120/2014-01;Publicidade;Midia;18/11/2014;25/11/2014;2014NE800005;Institucional;060132;14OB801291;;"Comunicação Institucional 2014 - Prestação de Contas Regional II";238788;43916;8627,52;8430,68;"88.332.580/0006-70 / ASSOCIAÇÃO EDUCACIONAL LUTERANA DO BRASIL";7265,28;7265,28;"TV ULBRA";;Televisão;Regional;"PORTO ALEGRE - RS"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002133/2014-72;Publicidade;Midia;18/11/2014;25/11/2014;2014NE800004;Institucional;060132;14OB801294;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";238826;7948;19460,94;19016,92;"17.178.195/0055-50 / SOCIEDADE MINEIRA DE CULTURA";16388,16;16388,16;"TV HORIZONTE";;Televisão;Regional;"BELO HORIZONTE - MG"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002133/2014-72;Publicidade;Midia;18/11/2014;25/11/2014;2014NE800004;Institucional;060132;14OB801294;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";238783;7947;21226,8;20742,49;"05.143.490/0001-07 / RBA REDE BRASIL AMAZONIA DE TELEVISAO LTDA";17875,2;16185,99;"BAN    ";;Televisão;Regional;"BELEM - PA"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002133/2014-72;Publicidade;Midia;18/11/2014;25/11/2014;2014NE800004;Institucional;060132;14OB801294;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";238781;7946;1000,35;977,52;"10.405.291/0001-51 / Associação Cultural e Educativa de Televisão de Itajaí";842,4;762,79;"TV MCA";;Televisão;Regional;"ITAJAI - SC"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002133/2014-72;Publicidade;Midia;18/11/2014;25/11/2014;2014NE800004;Institucional;060132;14OB801294;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";238828;7949;1812,22;1770,87;"67.179.200/0001-24 / Fundação Sociedade Comunicação Cultural e Trabalho";1526,08;1526,08;TVT;;Televisão;Regional;"SAO BERNARDO DO CAMPO - SP"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002134/2014-17;Publicidade;Midia;18/11/2014;25/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801295;;"Campanha Aduana";235416;6780;23951,4;23404,93;"03.347.577/0001-62 / FOX LATIN AMERICAN CHANNELS DO BRASIL LTDA";20169,6;18263,57;FOX;;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002134/2014-17;Publicidade;Midia;18/11/2014;25/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801295;;"Campanha Aduana";238899;7994;34211,88;33431,31;"31.433.592/0001-69 / TURNER INTERNATIONAL DO BRASIL LTDA ";28810;26087,45;SPACE;;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002134/2014-17;Publicidade;Midia;18/11/2014;25/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801295;;"Campanha Aduana";238898;7993;28144,61;27502,47;"00.811.990/0001-48 / GLOBOSAT PROGRAMADORA LTDA";23700,72;21461;MULTISHOW;;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002134/2014-17;Publicidade;Midia;18/11/2014;25/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801295;;"Campanha Aduana";238897;7992;45152,55;44122,36;"00.252.848/0001-08 / TELECINE PROGRAMACAO DE FILMES LTDA";38023,2;34430,01;MEGAPIX;;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002134/2014-17;Publicidade;Midia;18/11/2014;25/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801295;;"Campanha Aduana";238896;7991;15633,68;15276,99;"00.219.640/0001-97 / HBO BRASIL LTDA";13165,2;11921,09;CINEMAX;;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002134/2014-17;Publicidade;Midia;18/11/2014;25/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801295;;"Campanha Aduana";238895;7990;6923,13;6765,17;"02.608.224/0001-06 / CANAL BRAZIL S/A";5830;5279,06;"CANAL BRASIL";;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002134/2014-17;Publicidade;Midia;18/11/2014;25/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801295;;"Campanha Aduana";238894;7989;21636,25;21142,6;"31.433.592/0001-69 / TURNER INTERNATIONAL DO BRASIL LTDA ";18220;16498,21;TBS;;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002134/2014-17;Publicidade;Midia;18/11/2014;25/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801295;;"Campanha Aduana";238893;7988;68423,75;66862,61;"31.433.592/0001-69 / TURNER INTERNATIONAL DO BRASIL LTDA ";57620;52174,91;SPACE;;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002134/2014-17;Publicidade;Midia;18/11/2014;25/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801295;;"Campanha Aduana";238892;7987;9724,39;9502,52;"00.811.990/0001-48 / GLOBOSAT PROGRAMADORA LTDA";8188,96;7415,1;MULTISHOW;;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002135/2014-61;Publicidade;Midia;18/11/2014;25/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801296;;"Campanha Aduana";238900;7995;13214,5;12913;"31.433.592/0001-69 / TURNER INTERNATIONAL DO BRASIL LTDA ";11128;10076,4;TCM;;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002135/2014-61;Publicidade;Midia;18/11/2014;25/11/2014;2014NE800007;"Utilidade Pública";060133;14OB801296;;"Microempreendedores Individuais";238913;8009;295276,77;288539,8;"60.509.239/0001-13 / RADIO E TELEVISAO BANDEIRANTES S.A.";248654,12;225156,31;"BAN    ";;Televisão;Nacional;Brasil
