Contratada;"Nº Processo";"Tipo de contrato";"Tipo de processo";"Data do Ateste";"Data do Pagamento";"Nº Empenho";"Tipo Rubrica";PTRES;"Nº Ordem Bancária";Justificativa;Tema;"IDN Nota Fiscal";"Nº Nota Fiscal";"Valor bruto da contratada";"Valor líquido da contratada";"Veículo / Fornecedor";"Valor bruto do fornecedor";"Valor líquido do fornecedor";"Nome fantasia do veículo";"Grupo / Editora";Meios;"Tipo da praça de veiculação";"Praças de Veiculação"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001634/2014-31;Publicidade;Midia;04/09/2014;11/09/2014;2013NE800006;Institucional;060132;14OB800965;;"Campanha de Oportunidade Institucional - 2013 III";229566;065865;18385,92;17966,43;"77.969.145/0001-20 / TELEVISAO BANDEIRANTES DO PARANA LTDA";15482,88;14019,75;TV-BANDEIRANTES;;Televisão;Regional;"CURITIBA - PR"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001634/2014-31;Publicidade;Midia;04/09/2014;11/09/2014;2013NE800006;Institucional;060132;14OB800965;;"Campanha de Oportunidade Institucional - 2013 III";235445;4047;3270,95;3196,32;"02.131.538/0001-60 / TV OMEGA LTDA.";2754,48;2494,18;TV-SUDOESTE;;Televisão;Regional;"PATO BRANCO - PR"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001634/2014-31;Publicidade;Midia;04/09/2014;11/09/2014;2013NE800006;Institucional;060132;14OB800965;;"Campanha de Oportunidade Institucional - 2013 III";235444;4049;23940;23393,79;"87.809.992/0001-80 / FUNDACAO PIRATINI";20160;20160;"TV- TVE";;Televisão;Regional;"PORTO ALEGRE - RS"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001634/2014-31;Publicidade;Midia;04/09/2014;11/09/2014;2013NE800006;Institucional;060132;14OB800965;;"Campanha de Oportunidade Institucional - 2013 III";230615;067423;7302,08;7135,48;"80.592.488/0001-22 / TELEVISAO LONDRINA LTDA";6149,12;5568,03;TV-TAROBA;;Televisão;Regional;"LONDRINA - PR"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001634/2014-31;Publicidade;Midia;04/09/2014;11/09/2014;2013NE800006;Institucional;060132;14OB800965;;"Campanha de Oportunidade Institucional - 2013 III";230614;067422;12219,28;11940,49;"80.592.488/0001-22 / TELEVISAO LONDRINA LTDA";10289,92;9317,52;TV-TAROBA;;Televisão;Regional;"LONDRINA - PR"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001610/2014-82;Publicidade;Midia;03/09/2014;10/09/2014;2014NE800004;Institucional;060132;14OB800945;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";235396;6775;925,49;904,37;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";779,36;705,71;"SBT    ";;Televisão;Regional;"NOVA MUTUM - MT"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001610/2014-82;Publicidade;Midia;03/09/2014;10/09/2014;2014NE800004;Institucional;060132;14OB800945;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";235401;6779;12869,53;12575,9;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";10837,5;9813,36;"SBT    ";;Televisão;Regional;"MANHUACU - MG"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001610/2014-82;Publicidade;Midia;03/09/2014;10/09/2014;2014NE800004;Institucional;060132;14OB800945;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";235400;6778;529,91;517,82;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";446,24;404,07;"SBT    ";;Televisão;Regional;"CACOAL - RO"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001610/2014-82;Publicidade;Midia;03/09/2014;10/09/2014;2014NE800004;Institucional;060132;14OB800945;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";235399;6777;3003,97;2935,43;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";2529,66;2290,61;"SBT    ";;Televisão;Regional;"AMAPA - AP"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001610/2014-82;Publicidade;Midia;03/09/2014;10/09/2014;2014NE800004;Institucional;060132;14OB800945;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";235398;6776;13896,15;13579,09;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";11702,02;10596,18;"SBT    ";;Televisão;Regional;"SAO LUIS - MA"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001628/2014-84;Publicidade;Midia;03/09/2014;09/09/2014;2014NE800007;"Utilidade Pública";060133;14OB800939;;"Microempreendedores Individuais";235362;6757;40630,69;39703,67;"00.163.234/0001-50 / Rede Nacional de Comunicação LTDA";34215,32;30981,97;"REDE BRASIL";;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001628/2014-84;Publicidade;Midia;03/09/2014;09/09/2014;2014NE800007;"Utilidade Pública";060133;14OB800939;;"Campanha Aduana";235514;6802;19950;19494,82;"31.433.592/0001-69 / TURNER INTERNATIONAL DO BRASIL LTDA ";16800;15212,4;TNT;;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001628/2014-84;Publicidade;Midia;03/09/2014;09/09/2014;2014NE800004;Institucional;060132;14OB800939;;"Microempreendedores Individuais - ações complementares ";235712;6868;3600215;3518073,25;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";3031760;2745258,68;"GLO    ";;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001628/2014-84;Publicidade;Midia;03/09/2014;09/09/2014;2014NE800007;"Utilidade Pública";060133;14OB800939;;"Campanha Aduana";235651;6838;9262,5;9051,16;"31.433.592/0001-69 / TURNER INTERNATIONAL DO BRASIL LTDA ";7800;7062,9;"WARNER CHANNEL";;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001628/2014-84;Publicidade;Midia;03/09/2014;09/09/2014;2014NE800007;"Utilidade Pública";060133;14OB800939;;"Campanha Aduana";235650;6837;30590;29892,06;"02.344.518/0001-78 / REDE MULHER DE TELEVISAO LTDA";25760;23325,68;"RECORD NEWS";;Televisão;Nacional;Brasil
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.001631/2014-06;Publicidade;Midia;03/09/2014;09/09/2014;2014NE800005;Institucional;060132;14OB800942;;"Campanha Copa 2014";235240;42175;189425,25;185103,37;"31.433.592/0001-69 / TURNER INTERNATIONAL DO BRASIL LTDA ";159516;144227,41;TNT;;Televisão;Nacional;Brasil
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.001632/2014-42;Publicidade;Midia;03/09/2014;09/09/2014;2013NE800005;Institucional;060132;14OB800943;;"Copa 2014 - lançamento";235104;42058;182115;177959,9;"07.408.191/0001-74 / Discovery Networks Brasil Agenciamento e Representação Ltda.";153360;138867,48;"DISCOVERY CHANNEL";;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001633/2014-97;Publicidade;Midia;04/09/2014;09/09/2014;2014NE800006;Institucional;060132;14OB800940;;"Copa 2014 - Celebração";235670;4399;57824,6;56505,29;"00.811.990/0001-48 / GLOBOSAT PROGRAMADORA LTDA";48694,4;44092,78;"SPORTV 2";;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001633/2014-97;Publicidade;Midia;04/09/2014;09/09/2014;2014NE800006;Institucional;060132;14OB800940;;"Copa 2014 - Celebração";234891;3787;75501,25;73778,63;"31.433.592/0001-69 / TURNER INTERNATIONAL DO BRASIL LTDA ";63580;57571,69;SPACE;;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001633/2014-97;Publicidade;Midia;04/09/2014;09/09/2014;2014NE800006;Institucional;060132;14OB800940;;"Copa 2014 - Celebração";235708;4363;55195;53935,68;"03.347.577/0001-62 / FOX LATIN AMERICAN CHANNELS DO BRASIL LTDA";46480;42087,64;FX;;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001633/2014-97;Publicidade;Midia;04/09/2014;09/09/2014;2014NE800006;Institucional;060132;14OB800940;;"Comunicação Institucional 2014 - Prestação de Contas Regional I";235707;4114;8512;8317,79;"09.392.444/0001-94 / LUAU FREE EVENTOS E PRODUCOES LTDA - EPP";7168;7168;"LUAU TV";;Televisão;Regional;"NOVA FRIBURGO - RJ"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001633/2014-97;Publicidade;Midia;04/09/2014;09/09/2014;2014NE800006;Institucional;060132;14OB800940;;"Copa 2014 - Celebração";235706;4109;14630;14296,2;"01.253.766/0001-40 / NBCUniversal Networks International Brasil Programadora S.A.";12320;11155,76;"UNIVERSAL CHANNEL";;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001633/2014-97;Publicidade;Midia;04/09/2014;09/09/2014;2014NE800006;Institucional;060132;14OB800940;;"Copa 2014 - Celebração";235705;4048;35311,5;34505,84;"31.433.592/0001-69 / TURNER INTERNATIONAL DO BRASIL LTDA ";29736;26925,95;TNT;;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001633/2014-97;Publicidade;Midia;04/09/2014;09/09/2014;2014NE800006;Institucional;060132;14OB800940;;"Comunicação Institucional 2014 - Prestação de Contas Regional I";235439;4386;40701,04;39772,42;"60.509.239/0001-13 / RADIO E TELEVISAO BANDEIRANTES S.A.";34274,56;31035,61;BANDEIRANTES;;Televisão;Regional;"SAO PAULO - SP"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001633/2014-97;Publicidade;Midia;04/09/2014;09/09/2014;2014NE800006;Institucional;060132;14OB800940;;"Copa 2014 - Celebração";235703;4297;17193,1;16800,82;"27.865.757/0001-02 / GLOBO COMUNICAÇÃO E PARTICIPAÇÕES S/A";14478,4;13110,19;"GLOBO NEWS";;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001633/2014-97;Publicidade;Midia;04/09/2014;09/09/2014;2014NE800006;Institucional;060132;14OB800940;;"Copa 2014 - Celebração";235702;4327;124545;121703,41;"03.347.577/0001-62 / FOX LATIN AMERICAN CHANNELS DO BRASIL LTDA";104880;94968,84;FOX;;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001633/2014-97;Publicidade;Midia;04/09/2014;09/09/2014;2014NE800006;Institucional;060132;14OB800940;;"Copa 2014 - Celebração";235690;4367;13680;13367,88;"03.347.577/0001-62 / FOX LATIN AMERICAN CHANNELS DO BRASIL LTDA";11520;10431,36;"NATIONAL GEOGRAPHIC";;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001633/2014-97;Publicidade;Midia;04/09/2014;09/09/2014;2014NE800006;Institucional;060132;14OB800940;;"Copa 2014 - Celebração";235688;4366;15770;15410,19;"03.347.577/0001-62 / FOX LATIN AMERICAN CHANNELS DO BRASIL LTDA";13280;12025,04;FX;;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001633/2014-97;Publicidade;Midia;04/09/2014;09/09/2014;2014NE800006;Institucional;060132;14OB800940;;"Copa 2014 - Celebração";235687;4365;41515;40567,8;"03.347.577/0001-62 / FOX LATIN AMERICAN CHANNELS DO BRASIL LTDA";34960;31656,28;FOX;;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001633/2014-97;Publicidade;Midia;04/09/2014;09/09/2014;2014NE800006;Institucional;060132;14OB800940;;"Copa 2014 - Celebração";235686;4364;81533,75;79673,49;"03.347.577/0001-62 / FOX LATIN AMERICAN CHANNELS DO BRASIL LTDA";68660;62171,63;"FOX SPORTS";;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001633/2014-97;Publicidade;Midia;04/09/2014;09/09/2014;2014NE800006;Institucional;060132;14OB800940;;"Copa 2014 - Celebração";235681;4403;48450;47344,57;"03.347.577/0001-62 / FOX LATIN AMERICAN CHANNELS DO BRASIL LTDA";40800;36944,4;"NATIONAL GEOGRAPHIC";;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001635/2014-86;Publicidade;Midia;04/09/2014;09/09/2014;2014NE800006;Institucional;060132;14OB800941;;"Energia Elétrica Paraná - Fato Relevante";235685;4406;2761,84;2698,83;"79.469.813/0001-85 / TELEVISAO ICARAI LTDA";2325,76;2105,98;MARINGA;;Televisão;Regional;"MARINGA - PR"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001635/2014-86;Publicidade;Midia;04/09/2014;09/09/2014;2014NE800006;Institucional;060132;14OB800941;;"Energia Elétrica Paraná - Fato Relevante";235438;4376;6444,8;6297,76;"04.083.151/0001-01 / FUNDACAO CANAL 20";5427,2;5427,2;CATVE;;Televisão;Regional;"CASCAVEL - PR"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001635/2014-86;Publicidade;Midia;04/09/2014;09/09/2014;2014NE800006;Institucional;060132;14OB800941;;"Energia Elétrica Paraná - Fato Relevante";235434;4378;1396,88;1365,01;"79.469.813/0001-85 / TELEVISAO ICARAI LTDA";1176,32;1065,16;MARINGA;;Televisão;Regional;"MARINGA - PR"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001635/2014-86;Publicidade;Midia;04/09/2014;09/09/2014;2014NE800006;Institucional;060132;14OB800941;;"Copa 2014 - Celebração";235699;4295;1177936,09;1151060,54;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";991946,18;897853,34;SBT;;Televisão;Nacional;Brasil
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.001588/2014-71;Publicidade;Midia;01/09/2014;08/09/2014;2014NE800005;Institucional;060132;14OB800932;;"Comunicação Institucional 2014 - Prestação de Contas Regional II";233212;41356;40382,6;39461,24;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";34006,4;30792,8;"SBT    ";;Televisão;Regional;"FOZ DO IGUACU - PR"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.001588/2014-71;Publicidade;Midia;01/09/2014;08/09/2014;2014NE800005;Institucional;060132;14OB800932;;"Comunicação Institucional 2014 - Prestação de Contas Regional II";235122;42074;24984,38;24414,34;"07.628.934/0001-11 / SPC- SISTEMA PERNAMBUCANO DE COMUNICACOES LTDA";21039,48;21039,48;"REDE ESTAÇAO";;Televisão;Regional;"RECIFE - PE"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.001589/2014-15;Publicidade;Midia;01/09/2014;08/09/2014;2014NE800005;Institucional;060132;14OB800931;;"Campanha Copa 2014";235253;42161;11351,12;11092,14;"02.311.604/0001-84 / AMAZONIA CABO LTDA";9558,84;8655,53;"TV AMAZON SAT";;Televisão;Nacional;Brasil
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.001590/2014-40;Publicidade;Midia;01/09/2014;08/09/2014;2014NE800005;Institucional;060132;14OB800935;;"Comunicação Institucional 2014 - Prestação de Contas Regional II";233643;41358;75661,38;73935,1;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";63714,85;57693,8;"SBT    ";;Televisão;Regional;"RECIFE - PE"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001591/2014-94;Publicidade;Midia;01/09/2014;08/09/2014;2014NE800004;Institucional;060132;14OB800927;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";234761;6510;39091,29;38199,39;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";32918,98;29808,14;"REC    ";;Televisão;Regional;"BELEM - PA"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.001598/2014-14;Publicidade;Midia;01/09/2014;08/09/2014;2014NE800024;"Utilidade Pública";076828;14OB800934;;"DIA INTERNACIONAL DA MULHER - 2014";234367;41622;15616,58;15260,27;"15.777.467/0001-10 / E! ENTERTAINMENT AUDIOVISUAL SERVIÇOS E REPRESENTAÇOES LTDA";13150,8;11908,05;"E! ENTRETERIMENT";;Televisão;Nacional;Brasil
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.001598/2014-14;Publicidade;Midia;01/09/2014;08/09/2014;2014NE800024;"Utilidade Pública";076828;14OB800934;;"DIA INTERNACIONAL DA MULHER - 2014";235242;42172;86301,95;84332,9;"09.168.704/0001-42 / EMPRESA BRASIL DE COMUNICACAO S.A. - EBC";72675,33;65807,51;"TV BRASIL";;Televisão;Nacional;Brasil
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.001607/2014-69;Publicidade;Midia;01/09/2014;08/09/2014;2014NE800005;Institucional;060132;14OB800929;;"Comunicação Institucional 2014 - Prestação de Contas Regional II";235361;42225;47845,8;46754,16;"11.743.564/0001-30 / TV JANGADEIRO LTDA";40291,2;36483,68;"BAN    ";;Televisão;Regional;"FORTALEZA - CE"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.001607/2014-69;Publicidade;Midia;01/09/2014;08/09/2014;2014NE800005;Institucional;060132;14OB800929;;"Comunicação Institucional 2014 - Prestação de Contas Regional II";235544;42317;29161,96;28496,6;"77.969.145/0001-20 / TELEVISAO BANDEIRANTES DO PARANA LTDA";24557,44;21861,48;"BAN    ";;Televisão;Regional;"CURITIBA - PR"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001609/2014-58;Publicidade;Midia;01/09/2014;08/09/2014;2014NE800004;Institucional;060132;14OB800928;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";235114;6690;67108,65;65577,51;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";56512,55;51172,11;"GLO    ";;Televisão;Regional;"CUIABA - MT"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001609/2014-58;Publicidade;Midia;01/09/2014;08/09/2014;2014NE800007;"Utilidade Pública";060133;14OB800928;;"Microempreendedores Individuais";235015;6633;16013,01;15647,66;"03.604.139/0002-13 / RADIO E TELEVISAO UNIAO LTDA";13484,64;12210,34;"TV UNIAO";;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.001531/2014-71;Publicidade;Midia;18/08/2014;28/08/2014;2014NE800006;Institucional;060132;14OB800900;;"Comunicação Institucional 2014 - Prestação de Contas Regional I";234872;3808;2473,49;2417,05;"02.131.538/0001-60 / TV OMEGA LTDA.";2082,94;1886,1;"REDE TV! - SIM TV";;Televisão;Regional;"NATAL - RN"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001534/2014-13;Publicidade;Midia;18/08/2014;28/08/2014;2014NE800004;Institucional;060132;14OB800903;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";234763;6511;25570,2;24986,8;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";21532,8;19497,95;"REC    ";;Televisão;Regional;"BLUMENAU - SC"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001534/2014-13;Publicidade;Midia;18/08/2014;28/08/2014;2014NE800004;Institucional;060132;14OB800903;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";234823;6554;2576,14;2517,36;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";2169,38;1964,37;"REC    ";;Televisão;Regional;"BELO HORIZONTE - MG"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001534/2014-13;Publicidade;Midia;18/08/2014;28/08/2014;2014NE800004;Institucional;060132;14OB800903;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";234822;6553;490,39;479,2;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";412,96;368,28;"SBT    ";;Televisão;Regional;"ARIQUEMES - RO"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001534/2014-13;Publicidade;Midia;18/08/2014;28/08/2014;2014NE800004;Institucional;060132;14OB800903;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";234780;6520;3893,1;3804,27;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";3278,4;2968,59;"REC    ";;Televisão;Regional;"SORRISO - MT"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001534/2014-13;Publicidade;Midia;18/08/2014;28/08/2014;2014NE800004;Institucional;060132;14OB800903;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";234777;6519;783,63;765,75;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";659,9;597,54;"REC    ";;Televisão;Regional;"PONTES E LACERDA - MT"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001534/2014-13;Publicidade;Midia;18/08/2014;28/08/2014;2014NE800004;Institucional;060132;14OB800903;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";234774;6518;821,25;802,52;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";691,58;626,23;"REC    ";;Televisão;Regional;"JARU - RO"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001534/2014-13;Publicidade;Midia;18/08/2014;28/08/2014;2014NE800004;Institucional;060132;14OB800903;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";234773;6517;27730,5;27097,8;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";23352;21145,24;"REC    ";;Televisão;Regional;"VARGINHA - MG"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001534/2014-13;Publicidade;Midia;18/08/2014;28/08/2014;2014NE800004;Institucional;060132;14OB800903;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";234772;6516;178149,32;174084,7;"17.184.649/0001-02 / RADIO E TELEVISAO BANDEIRANTES DE MINAS GERAIS LTDA";150020,48;135843,54;"BAN    ";;Televisão;Regional;"BELO HORIZONTE - MG"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001534/2014-13;Publicidade;Midia;18/08/2014;28/08/2014;2014NE800004;Institucional;060132;14OB800903;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";234771;6515;568,06;555,1;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";478,37;433,16;"REC    ";;Televisão;Regional;"VARGINHA - MG"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001534/2014-13;Publicidade;Midia;18/08/2014;28/08/2014;2014NE800004;Institucional;060132;14OB800903;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";234768;6514;30043,11;29357,66;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";25299,46;22908,66;"REC    ";;Televisão;Regional;"JOINVILLE - SC"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001534/2014-13;Publicidade;Midia;18/08/2014;28/08/2014;2014NE800004;Institucional;060132;14OB800903;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";234766;6513;57858,87;56538,77;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";48723,26;44118,91;"REC    ";;Televisão;Regional;"FLORIANOPOLIS - SC"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001534/2014-13;Publicidade;Midia;18/08/2014;28/08/2014;2014NE800004;Institucional;060132;14OB800903;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";234765;6512;23847,89;23303,78;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";20082,43;18184,64;"REC    ";;Televisão;Regional;"CHAPECO - SC"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001546/2014-30;Publicidade;Midia;19/08/2014;28/08/2014;2014NE800004;Institucional;060132;14OB800906;;"Microempreendedores Individuais - ações complementares ";234783;6521;32633,45;31888,89;"27.865.757/0025-71 / GLOBO COMUNICACAO E PARTICIPACOES S/A";27480,8;24883,86;"GLO    ";;Televisão;Regional;"BRASILIA - DF"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001547/2014-84;Publicidade;Midia;19/08/2014;28/08/2014;2013NE800004;Institucional;060132;14OB800907;;"SECA SEMIÁRIDO 2013 ¿ Ações e Obras";221545;003359;6050,55;5902,33;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";5095,2;4578,24;"SBT    ";;Televisão;Regional;"CAMPINA GRANDE - PB"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.001564/2014-11;Publicidade;Midia;22/08/2014;28/08/2014;2014NE800005;Institucional;060132;14OB800911;;"Comunicação Institucional 2014 - Prestação de Contas Regional II";235241;42173;1211,37;1183,73;"07.136.697/0001-71 / BARBIERO COMUNICAÇOES LTDA";1020,1;1020,1;"TV VILA VELHA";;Televisão;Regional;"PONTA GROSSA - PR"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.001564/2014-11;Publicidade;Midia;22/08/2014;28/08/2014;2014NE800005;Institucional;060132;14OB800911;;"Comunicação Institucional 2014 - Prestação de Contas Regional II";235332;42180;14827,6;14489,3;"80.592.488/0001-22 / TELEVISAO LONDRINA LTDA";12486,4;11306,44;"BAN    ";;Televisão;Regional;"LONDRINA - PR"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.001564/2014-11;Publicidade;Midia;22/08/2014;28/08/2014;2014NE800005;Institucional;060132;14OB800911;;"Comunicação Institucional 2014 - Prestação de Contas Regional II";235271;42174;9849,6;9624,87;"04.083.151/0001-01 / FUNDACAO CANAL 20";8294,4;8294,4;CATVE;;Televisão;Regional;"CASCAVEL - PR"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.001564/2014-11;Publicidade;Midia;22/08/2014;28/08/2014;2014NE800005;Institucional;060132;14OB800911;;"Comunicação Institucional 2014 - Prestação de Contas Regional II";235243;42171;403,79;394,57;"07.136.697/0001-71 / BARBIERO COMUNICAÇOES LTDA";340,03;340,03;"TV VILA VELHA";;Televisão;Regional;"PONTA GROSSA - PR"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001565/2014-66;Publicidade;Midia;22/08/2014;28/08/2014;2014NE800004;Institucional;060132;14OB800914;;"Comunicação Institucional 2014 - Prestação de Contas Regional III";235113;6689;21802,5;21305,05;"49.973.613/0001-02 / SISTEMA OPINIAO DE COMUNICACAO E COMERCIO LTDA";18360;16624,98;"NOVA TV";;Televisão;Regional;"CATANDUVA - SP"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.001566/2014-19;Publicidade;Midia;22/08/2014;28/08/2014;2014NE800007;"Utilidade Pública";060133;14OB800915;;"Microempreendedores Individuais";235159;6717;20177,43;19717,06;"03.604.139/0002-13 / RADIO E TELEVISAO UNIAO LTDA";16991,52;15385,82;"TV UNIAO";;Televisão;Nacional;Brasil
