Contratada;"Nº Processo";"Tipo de contrato";"Tipo de processo";"Data do Ateste";"Data do Pagamento";"Nº Empenho";"Tipo Rubrica";PTRES;"Nº Ordem Bancária";Justificativa;Tema;"IDN Nota Fiscal";"Nº Nota Fiscal";"Valor bruto da contratada";"Valor líquido da contratada";"Veículo / Fornecedor";"Valor bruto do fornecedor";"Valor líquido do fornecedor";"Nome fantasia do veículo";"Grupo / Editora";Meios;"Tipo da praça de veiculação";"Praças de Veiculação"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.003241/2016-24;Publicidade;Midia;27/12/2016;29/12/2016;2016NE800006;Institucional;107783;16OB801370;;"CAMPANHA DE PRESTAÇÃO DE CONTAS E AÇÕES DE OPORTUNIDADE";266155;55481;1915,2;1871,5;"13.420.609/0001-61 / INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB";1612,8;1612,8;"TVE BAHIA - TV EDUCATIVA DA BAHIA";;Televisão;Regional;"SALVADOR - BA"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.003241/2016-24;Publicidade;Midia;27/12/2016;29/12/2016;2016NE800006;Institucional;107783;16OB801370;;"CAMPANHA DE PRESTAÇÃO DE CONTAS E AÇÕES DE OPORTUNIDADE";266156;55482;1915,2;1871,5;"13.420.609/0001-61 / INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB";1612,8;1612,8;"TVE BAHIA";;Televisão;Regional;"SALVADOR - BA"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003244/2016-68;Publicidade;Midia;27/12/2016;29/12/2016;2016NE800007;Institucional;107783;16OB801372;;"CAMPANHA DE PRESTAÇÃO DE CONTAS E AÇÕES DE OPORTUNIDADE";266286;26799;1539;1503,89;"10.371.708/0002-93 / ASSOCIACAO COORDENADORA DOS USUARIOS DO CANAL COMUNITARIO DE NOVO HAMBURGO E VALE DOS SINOS E CAI";1296;1296;CANOAS;;Televisão;Regional;"CANOAS - RS"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003244/2016-68;Publicidade;Midia;27/12/2016;29/12/2016;2016NE800007;Institucional;107783;16OB801372;;"CAMPANHA DE PRESTAÇÃO DE CONTAS E AÇÕES DE OPORTUNIDADE";266293;26805;15077,45;14733,45;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";12696,8;11496,95;RECORD;RECORD;Televisão;Regional;"NATAL - RN"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003244/2016-68;Publicidade;Midia;27/12/2016;29/12/2016;2016NE800007;Institucional;107783;16OB801372;;"CAMPANHA DE PRESTAÇÃO DE CONTAS E AÇÕES DE OPORTUNIDADE";266287;26800;1539;1503,89;"10.371.708/0002-93 / ASSOCIACAO COORDENADORA DOS USUARIOS DO CANAL COMUNITARIO DE NOVO HAMBURGO E VALE DOS SINOS E CAI";1296;1296;CANOAS;;Televisão;Regional;"CANOAS - RS"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003245/2016-11;Publicidade;Midia;27/12/2016;29/12/2016;2016NE800083;Institucional;107783;16OB801373;;"CRISE HÍDRICA - 2016";266266;27032;56455,84;55167,76;"15.199.136/0001-40 / TV ARATU S A";47541,76;43049,06;ARATU;SBT;Televisão;Regional;"SALVADOR - BA"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003245/2016-11;Publicidade;Midia;27/12/2016;29/12/2016;2016NE800083;Institucional;107783;16OB801373;;"CRISE HÍDRICA - 2016";266288;26801;12884,51;12590,54;"23.592.108/0001-16 / RAIMUNDO ANSELMO LIMA MORORO E CIA LTDA - ME";10850,11;10850,11;"CANAL 54 FORTALEZA";;Televisão;Regional;"FORTALEZA - CE"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003245/2016-11;Publicidade;Midia;27/12/2016;29/12/2016;2016NE800083;Institucional;107783;16OB801373;;"CRISE HÍDRICA - 2016";265937;26532;5572,61;5445,47;"12.748.471/0001-61 / TELEVISAO NOVOS TEMPOS S/A";4692,72;4249,26;BAND;BAND;Televisão;Regional;"NATAL - RN"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003234/2016-22;Publicidade;Midia;27/12/2016;28/12/2016;2016NE800005;Institucional;107783;"16OB801360 / 16OB801376";;"Campanha Bandeiras Tarifárias";265683;18112;143260;139991,41;"01.871.985/0001-93 / TVCI TV COMUNICACOES INTERATIVAS LTDA - EPP";120640;109239,52;TVCI;;Televisão;Nacional;Brasil
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.003238/2016-19;Publicidade;Midia;27/12/2016;28/12/2016;2016NE800082;Institucional;107783;16OB801363;;"CRISE HÍDRICA - 2016";265109;54899;12514,64;12229,11;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";10538,64;9542,74;"REC    ";RECORD;Televisão;Regional;"MACEIO - AL"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.003238/2016-19;Publicidade;Midia;27/12/2016;28/12/2016;2016NE800082;Institucional;107783;16OB801363;;"CRISE HÍDRICA - 2016";266270;54783;8280,2;8091,28;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";6972,8;6313,87;"REC    ";RECORD;Televisão;Regional;"SAO LUIS - MA"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.003238/2016-19;Publicidade;Midia;27/12/2016;28/12/2016;2016NE800082;Institucional;107783;16OB801363;;"CRISE HÍDRICA - 2016";266269;54784;40883,25;39950,47;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";34428;31174,55;"REC    ";RECORD;Televisão;Regional;"SALVADOR - BA"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.003238/2016-19;Publicidade;Midia;27/12/2016;28/12/2016;2016NE800082;Institucional;107783;16OB801363;;"CRISE HÍDRICA - 2016";266268;54785;61537,2;60133,18;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";51820,8;46923,73;"REC    ";RECORD;Televisão;Regional;"RECIFE - PE"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.003238/2016-19;Publicidade;Midia;27/12/2016;28/12/2016;2016NE800082;Institucional;107783;16OB801363;;"CRISE HÍDRICA - 2016";266267;54786;22834,2;22313,22;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";19228,8;17411,68;"REC    ";RECORD;Televisão;Regional;"FORTALEZA - CE"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.003238/2016-19;Publicidade;Midia;27/12/2016;28/12/2016;2016NE800006;Institucional;107783;16OB801363;;"CAMPANHA EQUILÍBRIO DAS CONTAS PÚBLICAS";266147;55442;12649,4;12360,8;"09.168.704/0001-42 / EMPRESA BRASIL DE COMUNICACAO S.A. - EBC";10652,13;9645,5;"TV BRASIL";EBC;Televisão;Nacional;Brasil
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.003238/2016-19;Publicidade;Midia;27/12/2016;28/12/2016;2016NE800082;Institucional;107783;16OB801363;;"CRISE HÍDRICA - 2016";265261;54798;46249,8;45194,57;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";38947,2;35266,69;"REC    ";RECORD;Televisão;Regional;"JOAO PESSOA - PB"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.003242/2016-79;Publicidade;Midia;27/12/2016;28/12/2016;2016NE800006;Institucional;107783;16OB801366;;"CAMPANHA DE PRESTAÇÃO DE CONTAS E AÇÕES DE OPORTUNIDADE";266089;55410;1566,62;1530,87;"01.880.893/0001-70 / TV - Primavera de Criciúma Ltda.";1319,26;1194,59;"TV PRIMAVERA";;Televisão;Regional;"CRICIUMA - SC"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003249/2016-91;Publicidade;Midia;27/12/2016;28/12/2016;2016NE800007;Institucional;107783;16OB801368;;"CAMPANHA DE PRESTAÇÃO DE CONTAS E AÇÕES DE OPORTUNIDADE";265174;25807;19915,42;19461,03;"06.275.598/0001-08 / RADIO E TV DIFUSORA DO MARANHAO LTDA";16770,88;15186,03;SBT;SBT;Televisão;Regional;"SAO LUIS - MA"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003100/2016-10;Publicidade;Midia;02/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801293;;"CRISE HÍDRICA - 2016";265408;18010;35874,13;35055,63;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";30209,79;27354,96;RECORD;RECORD;Televisão;Regional;"FORTALEZA - CE"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003100/2016-10;Publicidade;Midia;02/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801293;;"CRISE HÍDRICA - 2016";265485;18060;11852,68;11582,26;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";9981,2;9037,98;RECORD;RECORD;Televisão;Regional;"NATAL - RN"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003100/2016-10;Publicidade;Midia;02/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801293;;"CRISE HÍDRICA - 2016";265464;18054;35483,07;34673,5;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";29880,48;27056,77;RECORD;RECORD;Televisão;Regional;"FORTALEZA - CE"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003100/2016-10;Publicidade;Midia;02/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801293;;"CRISE HÍDRICA - 2016";265463;18053;42394,46;41427,2;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";35700,6;32326,89;RECORD;RECORD;Televisão;Regional;"RECIFE - PE"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003100/2016-10;Publicidade;Midia;02/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801293;;"CRISE HÍDRICA - 2016";265462;18052;56404,35;55117,44;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";47498,4;43009,8;GLOBO;"TV GLOBO";Televisão;Regional;"ARACAJU - SE"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003100/2016-10;Publicidade;Midia;02/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801293;;"CRISE HÍDRICA - 2016";265461;18051;43012,2;42030,84;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";36220,8;32797,93;GLOBO;"TV GLOBO";Televisão;Regional;"TERESINA - PI"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003100/2016-10;Publicidade;Midia;02/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801293;;"CRISE HÍDRICA - 2016";265459;18050;136987,15;133861,68;"27.865.757/0038-96 / GLOBO COMUNICACAO E PARTICIPACOES S/A";115357,6;104456,31;GLOBO;"TV GLOBO";Televisão;Regional;"RECIFE - PE"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003100/2016-10;Publicidade;Midia;02/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801293;;"CRISE HÍDRICA - 2016";265458;18049;5052,31;4937,03;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";4254,58;3852,52;"SBT    ";SBT;Televisão;Regional;"JOAO PESSOA - PB"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003100/2016-10;Publicidade;Midia;02/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801293;;"CRISE HÍDRICA - 2016";265457;18048;14502,32;14171,44;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";12212,48;11058,4;"SBT    ";SBT;Televisão;Regional;"JOAO PESSOA - PB"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003100/2016-10;Publicidade;Midia;02/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801293;;"CRISE HÍDRICA - 2016";265456;18047;23917,06;23371,37;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";20140,68;18237,39;"SBT    ";SBT;Televisão;Regional;"SALVADOR - BA"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003100/2016-10;Publicidade;Midia;02/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801293;;"CRISE HÍDRICA - 2016";265454;18046;18448,43;18027,51;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";15535,52;14067,41;"SBT    ";SBT;Televisão;Regional;"SALVADOR - BA"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003100/2016-10;Publicidade;Midia;02/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801293;;"CRISE HÍDRICA - 2016";265448;18044;3874,29;3785,89;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";3262,56;2954,25;RECORD;RECORD;Televisão;Regional;"NATAL - RN"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003100/2016-10;Publicidade;Midia;02/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801293;;"CRISE HÍDRICA - 2016";265446;18043;23737,71;23196,12;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";19989,65;18100,63;RECORD;RECORD;Televisão;Regional;"RECIFE - PE"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003101/2016-56;Publicidade;Midia;02/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801294;;"CAMPANHA EQUILÍBRIO DAS CONTAS PÚBLICAS";265410;18012;146566;143221,98;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";123424;111760,43;GLOBO;"TV GLOBO";Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003121/2016-27;Publicidade;Midia;09/12/2016;27/12/2016;2016NE800081;Institucional;107783;16OB801295;;"Jogos Olímpicos e Paralímpicos Rio 2016 - Fase LEGADO";265445;18042;742951,3;726000,27;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";625643,2;566519,92;GLOBO;"TV GLOBO";Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003122/2016-71;Publicidade;Midia;06/12/2016;27/12/2016;2016NE800081;Institucional;107783;16OB801296;;"Jogos Olímpicos e Paralímpicos Rio 2016 - Fase LEGADO";265471;18055;215481,28;210564,9;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";181457,92;164310,15;RECORD;RECORD;Televisão;Nacional;Brasil
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.003126/2016-50;Publicidade;Midia;06/12/2016;27/12/2016;2016NE800006;Institucional;107783;16OB801316;;"CAMPANHA EQUILÍBRIO DAS CONTAS PÚBLICAS";265663;54996;2535,57;2477,72;"02.131.538/0001-60 / TV OMEGA LTDA.";2135,22;1913,18;"RTV    ";"REDE TV";Televisão;Regional;"BRASILIA - DF"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.003126/2016-50;Publicidade;Midia;06/12/2016;27/12/2016;2016NE800082;Institucional;107783;16OB801316;;"CRISE HÍDRICA - 2016";265061;54873;10381,98;10145,11;"41.489.261/0001-02 / SISTEMA MARANHENSE DE RADIODIFUSAO LTDA";8742,72;7916,53;"BAN    ";BAND;Televisão;Regional;"SAO LUIS - MA"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.003127/2016-02;Publicidade;Midia;06/12/2016;27/12/2016;2016NE800006;Institucional;107783;16OB801317;;"CAMPANHA DE PRESTAÇÃO DE CONTAS E AÇÕES DE OPORTUNIDADE";265527;55089;1795,5;1754,53;"03.658.960/0001-31 / Associação Cutlural Santa Luzia";1512;1369,12;"TV JATAÍ";;Televisão;Regional;"JATAI - GO"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003131/2016-62;Publicidade;Midia;06/12/2016;27/12/2016;2015NE800016;"Utilidade Pública";085461;16OB801326;;"PLANO AGRÍCOLA E PECUÁRIO 2015/2016";265173;25985;606,54;592,7;"04.372.316/0001-65 / FUNDACAO CULTURAL DO CERRADO";510,77;510,77;"TV NOVA";;Televisão;Regional;"MONTE CARMELO - MG"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003145/2016-86;Publicidade;Midia;12/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801301;;" CAMPANHA DE ENFRENTAMENTO À INTOLERÂNCIA RELIGIOSA II";265695;18124;6395,4;6249,48;"21.533.687/0001-09 / COSTA AZUL TV PRODUCOES EM VIDEO EIRELI - ME";5385,6;4876,66;"COSTA AZUL TV";;Televisão;Regional;"RIO DAS OSTRAS - RJ"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003145/2016-86;Publicidade;Midia;12/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801301;;" CAMPANHA DE ENFRENTAMENTO À INTOLERÂNCIA RELIGIOSA II";265697;18126;6786,8;6631,95;"93.646.107/0001-92 / TELEVISAO URBANA LTDA";5715,2;5175,11;"TV URBANA";;Televisão;Regional;"PORTO ALEGRE - RS"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003145/2016-86;Publicidade;Midia;12/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801301;;" CAMPANHA DE ENFRENTAMENTO À INTOLERÂNCIA RELIGIOSA II";265696;18125;6463,8;6316,32;"13.420.609/0001-61 / INSTITUTO DE RADIODIFUSAO EDUCATIVA DA BAHIA IRDEB";5443,2;5443,2;"TVE BAHIA - TV EDUCATIVA DA BAHIA";;Televisão;Regional;"SALVADOR - BA"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003147/2016-75;Publicidade;Midia;12/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801303;;"CAMPANHA EQUILÍBRIO DAS CONTAS PÚBLICAS";265424;18015;488343,65;477201,71;"27.865.757/0027-33 / GLOBO COMUNICACAO E PARTICIPACOES S/A";411236,76;372374,89;GLOBO;"TV GLOBO";Televisão;Regional;"SAO PAULO - SP"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003148/2016-10;Publicidade;Midia;12/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801304;;"CAMPANHA EQUILÍBRIO DAS CONTAS PÚBLICAS";265411;18013;331408,83;323847,47;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";279081,12;252707,95;GLOBO;"TV GLOBO";Televisão;Regional;"RIO DE JANEIRO - RJ"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003148/2016-10;Publicidade;Midia;12/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801304;;"CAMPANHA EQUILÍBRIO DAS CONTAS PÚBLICAS";265426;18016;162700,56;158988,42;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";137011;124063,46;RECORD;RECORD;Televisão;Regional;"RIO DE JANEIRO - RJ"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003150/2016-99;Publicidade;Midia;12/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801306;;"CAMPANHA EQUILÍBRIO DAS CONTAS PÚBLICAS";265413;18014;64695,55;63219,47;"27.865.757/0025-71 / GLOBO COMUNICACAO E PARTICIPACOES S/A";54480,46;49332,06;GLOBO;"TV GLOBO";Televisão;Regional;"BRASILIA - DF"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003150/2016-99;Publicidade;Midia;12/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801306;;"CAMPANHA EQUILÍBRIO DAS CONTAS PÚBLICAS";265442;18020;109145,1;106654,87;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";91911,66;83226,01;"SBT    ";SBT;Televisão;Regional;"RIO DE JANEIRO - RJ"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003150/2016-99;Publicidade;Midia;12/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801306;;"CAMPANHA EQUILÍBRIO DAS CONTAS PÚBLICAS";265437;18019;102955,97;100606,95;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";86699,76;78506,63;"SBT    ";SBT;Televisão;Regional;"SAO PAULO - SP"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003150/2016-99;Publicidade;Midia;12/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801306;;"CAMPANHA EQUILÍBRIO DAS CONTAS PÚBLICAS";265436;18018;10344,08;10108,08;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";8710,8;7887,63;RECORD;RECORD;Televisão;Regional;"SAO PAULO - SP"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003150/2016-99;Publicidade;Midia;12/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801306;;"CAMPANHA EQUILÍBRIO DAS CONTAS PÚBLICAS";265428;18017;37576,42;36719,08;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";31643,3;28653,01;RECORD;RECORD;Televisão;Regional;"BRASILIA - DF"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003151/2016-33;Publicidade;Midia;12/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801307;;"CAMPANHA EQUILÍBRIO DAS CONTAS PÚBLICAS";265698;18127;140813,75;137600,97;"61.413.092/0001-26 / TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA";118580;107374,19;"REDE VIDA";;Televisão;Nacional;Brasil
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.003153/2016-22;Publicidade;Midia;12/12/2016;27/12/2016;2016NE800006;Institucional;107783;16OB801319;;"CAMPANHA EQUILÍBRIO DAS CONTAS PÚBLICAS";265149;54903;25958,51;25366,24;"54.313.531/0001-63 / TV CORCOVADO S/A";21859,8;19794,05;"CNT    ";;Televisão;Regional;"RIO DE JANEIRO - RJ"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003174/2016-48;Publicidade;Midia;15/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801311;;"Campanha Bandeiras Tarifárias";265699;18128;1480,1;1446,33;"05.363.774/0001-09 / ASSOCIACAO DE COMUNICACAO E ARTE DE JAU - ACAJ";1246,4;1246,4;"TVC JAU";;Televisão;Regional;"JAU - SP"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003199/2016-41;Publicidade;Midia;19/12/2016;27/12/2016;2016NE800007;Institucional;107783;16OB801350;;"CAMPANHA DE PRESTAÇÃO DE CONTAS E AÇÕES DE OPORTUNIDADE";265767;26509;2736;2673,58;"01.307.298/0001-40 / ASSOC ENTIDADES USUARIAS TV CABO DA COMUNIDADE DE SP ";2304;2304;"TV INTERACAO";;Televisão;Regional;"SAO PAULO - SP"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003199/2016-41;Publicidade;Midia;19/12/2016;27/12/2016;2016NE800007;Institucional;107783;16OB801350;;"CAMPANHA DE PRESTAÇÃO DE CONTAS E AÇÕES DE OPORTUNIDADE";265882;26511;2736;2673,58;"01.307.298/0001-40 / ASSOC ENTIDADES USUARIAS TV CABO DA COMUNIDADE DE SP ";2304;2304;"TV INTERACAO";;Televisão;Regional;"SAO PAULO - SP"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003200/2016-38;Publicidade;Midia;19/12/2016;27/12/2016;2016NE800083;Institucional;107783;16ob801348;;"Forças Armadas nos jogos Rio2016";265871;26499;494,25;482,98;"09.168.704/0001-42 / EMPRESA BRASIL DE COMUNICACAO S.A. - EBC";416,21;376,88;"TV BRASIL";EBC;Televisão;Regional;"BRASILIA - DF"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003200/2016-38;Publicidade;Midia;19/12/2016;27/12/2016;2016NE800007;Institucional;107783;16ob801348;;"CAMPANHA EQUILÍBRIO DAS CONTAS PÚBLICAS";265887;26516;85452,95;83503,27;"03.390.444/0001-79 / TOPSPORTS VENTURES Ltda";71960,38;65160,12;TNT;TURNER;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003200/2016-38;Publicidade;Midia;19/12/2016;27/12/2016;2016NE800007;Institucional;107783;16ob801348;;"CAMPANHA EQUILÍBRIO DAS CONTAS PÚBLICAS";265881;26510;138804,12;135637,2;"00.089.913/0001-26 / FUNDACAO SARA NOSSA TERRA";116887,68;116887,68;"REDE GENESIS";"SARA NOSSA TERRA";Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003204/2016-16;Publicidade;Midia;20/12/2016;27/12/2016;2016NE800081;Institucional;107783;16OB801354;;"Jogos Olímpicos e Paralímpicos Rio 2016 - Fase LEGADO";265694;18123;128796,25;125857,66;"61.413.092/0001-26 / TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA";108460;98210,53;"REDE VIDA";;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003205/2016-61;Publicidade;Midia;20/12/2016;27/12/2016;2015NE800011;Institucional;085460;16OB801355;;"CAMPANHA PROGRAMA DE INVESTIMENTOS EM LOGÍSTICA - NOVA ETAPA - III";265684;18113;4021,92;3930,16;"13.321.125/0001-65 / NOVIDADE TV LTDA. - ME";3386,88;3386,88;"NOVA TV";;Televisão;Regional;"NOVA FRIBURGO - RJ"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003205/2016-61;Publicidade;Midia;20/12/2016;27/12/2016;2015NE800011;Institucional;085460;16OB801355;;"Micro Empreendedor Individual - MEI II";265685;18114;9336,6;9123,58;"10.713.012/0001-17 / CANAL 24 HORAS EIRELI - ME ";7862,4;7862,4;"TV CANAL 24 HORAS";;Televisão;Regional;"BRUSQUE - SC"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003206/2016-13;Publicidade;Midia;20/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801352;;"CAMPANHA EQUILÍBRIO DAS CONTAS PÚBLICAS";265759;18173;233202,2;227881,51;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";196380,8;177822,81;RECORD;RECORD;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003206/2016-13;Publicidade;Midia;20/12/2016;27/12/2016;2016NE800005;Institucional;107783;16OB801352;;"CAMPANHA EQUILÍBRIO DAS CONTAS PÚBLICAS";265765;18179;199808,35;195249,57;"00.811.990/0001-48 / GLOBOSAT PROGRAMADORA LTDA";168259,66;152359,12;SPORTV;GLOBOSAT;Televisão;Nacional;Brasil
