Contratada;"Nº Processo";"Tipo de contrato";"Tipo de processo";"Data do Ateste";"Data do Pagamento";"Nº Empenho";"Tipo Rubrica";PTRES;"Nº Ordem Bancária";Justificativa;Tema;"IDN Nota Fiscal";"Nº Nota Fiscal";"Valor bruto da contratada";"Valor líquido da contratada";"Veículo / Fornecedor";"Valor bruto do fornecedor";"Valor líquido do fornecedor";"Nome fantasia do veículo";"Grupo / Editora";Meios;"Tipo da praça de veiculação";"Praças de Veiculação"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002958/2019-00;Publicidade;Midia;04/09/2019;02/10/2019;2019NE800003;Institucional;107783;2019OB801038;;"Nova Previdência - Fase 3";313909;36601;91428;89342;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";76992;69716,26;SBT-NACIONAL;SBT;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002958/2019-00;Publicidade;Midia;04/09/2019;02/10/2019;2019NE800003;Institucional;107783;2019OB801038;;"Nova Previdência - Fase 3";313908;36600;164160;160414,56;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";138240;125176,32;"RECORD - NET";RECORD;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002958/2019-00;Publicidade;Midia;04/09/2019;02/10/2019;2019NE800003;Institucional;107783;2019OB801038;;"Nova Previdência - Fase 3";313906;36598;24684,8;24121,6;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";20787,2;18822,81;"GLOBO - BAHIA";"TV GLOBO";Televisão;Regional;"SALVADOR - BA"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002958/2019-00;Publicidade;Midia;04/09/2019;02/10/2019;2019NE800003;Institucional;107783;2019OB801038;;"Nova Previdência - Fase 3";313905;36597;6169,3;6028,54;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";5195,2;4704,25;"GLOBO - SERGIPE";"TV GLOBO";Televisão;Estadual;SERGIPE
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002958/2019-00;Publicidade;Midia;04/09/2019;02/10/2019;2019NE800003;Institucional;107783;2019OB801038;;"Nova Previdência - Fase 3";313904;36596;6432,45;6285,69;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";5416,8;4904,91;"GLOBO - MIRANTE";"TV GLOBO";Televisão;Regional;"SAO LUIS - MA"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002958/2019-00;Publicidade;Midia;04/09/2019;02/10/2019;2019NE800003;Institucional;107783;2019OB801038;;"Nova Previdência - Fase 3";313903;36595;8240,3;8052,29;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";6939,2;6283,45;"GLOBO - CENTRO AMERICA";"TV GLOBO";Televisão;Regional;"CUIABA - MT"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002958/2019-00;Publicidade;Midia;04/09/2019;02/10/2019;2019NE800003;Institucional;107783;2019OB801038;;"Nova Previdência - Fase 3";313902;36594;4581,85;4477,31;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";3858,4;3493,78;"GLOBO - CABO BRANCO";"TV GLOBO";Televisão;Regional;"JOAO PESSOA - PB"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002958/2019-00;Publicidade;Midia;04/09/2019;02/10/2019;2019NE800003;Institucional;107783;2019OB801038;;"Nova Previdência - Fase 3";313901;36593;4861,15;4750,24;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";4093,6;3706,75;"GLOBO - CLUBE";"TV GLOBO";Televisão;Regional;"TERESINA - PI"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002958/2019-00;Publicidade;Midia;04/09/2019;02/10/2019;2019NE800003;Institucional;107783;2019OB801038;;"Nova Previdência - Fase 3";313900;36591;16316,25;15943,98;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";13740;12441,57;"GLOBO - ANHANGUERA";"TV GLOBO";Televisão;Regional;"GOIANIA - GO"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002958/2019-00;Publicidade;Midia;04/09/2019;02/10/2019;2019NE800003;Institucional;107783;2019OB801038;;"Nova Previdência - Fase 3";313899;36590;5931,8;5796,46;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";4995,2;4523,15;"GLOBO - GAZETA";"TV GLOBO";Televisão;Estadual;ALAGOAS
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002958/2019-00;Publicidade;Midia;04/09/2019;02/10/2019;2019NE800003;Institucional;107783;2019OB801038;;"Nova Previdência - Fase 3";313841;36589;1851,55;1809,3;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";1559,2;1411,86;"GLOBO - RIO FORMOSO";"TV GLOBO";Televisão;Regional;"PALMAS - TO"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002958/2019-00;Publicidade;Midia;04/09/2019;02/10/2019;2019NE800003;Institucional;107783;2019OB801038;;"Nova Previdência - Fase 3";313840;36588;22476,05;21963,24;"27.865.757/0025-71 / GLOBO COMUNICACAO E PARTICIPACOES S/A";18927,2;17138,58;GLOBO;"TV GLOBO";Televisão;Estadual;"DISTRITO FEDERAL"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002961/2019-15;Publicidade;Midia;04/09/2019;02/10/2019;2019NE800003;Institucional;107783;2019OB801042;;"Nova Previdência - continuidade";314722;36907;52739,49;51536,2;"17.247.925/0001-34 / SOCIEDADE RADIO E TELEVISAO ALTEROSA SA";44412,2;40215,25;"SBT - ALTEROSA,SBT - ALTEROSA - PATROCINIOS DE PROGRAMAS LOCAIS";"DIÁRIOS ASSOCIADOS, SBT";Televisão;Regional;"BELO HORIZONTE - MG"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002976/2019-83;Publicidade;Midia;04/09/2019;02/10/2019;2019NE800003;Institucional;107783;2019OB801047;;"Nova Previdência - Fase 3";313907;36599;27750,64;27117,49;"60.509.239/0001-13 / RADIO E TELEVISAO BANDEIRANTES S.A.";23368,96;21160,59;"BAND - NACIONAL";BAND;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002976/2019-83;Publicidade;Midia;04/09/2019;02/10/2019;2019NE800003;Institucional;107783;2019OB801047;;"Nova Previdência - Fase 3";313403;36559;12034,6;11760,02;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";10134,4;9176,7;"GLOBO - LIBERAL";"TV GLOBO";Televisão;Regional;"BELEM - PA"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002976/2019-83;Publicidade;Midia;04/09/2019;02/10/2019;2019NE800003;Institucional;107783;2019OB801047;;"Nova Previdência - Fase 3";313359;36558;2672,35;2611,38;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";2250,4;2037,74;"GLOBO - RONDONIA";"TV GLOBO";Televisão;Regional;"PORTO VELHO - RO"
"05.411.322/0008-13 / PPR ¿ Profissionais de Publicidade Reunidos LTDA";00170.002796/2019-00;Publicidade;Midia;20/08/2019;01/10/2019;2019NE800064;"Utilidade Pública";160520;2019OB800989;"Recurso financeiro recebido do Ministério da Economia, referente ao TED 01/2019";"Taxa Patrimonial 2019";314064;10137;78942,15;77141,02;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";66477,6;60195,47;"SBT - TV JANGADEIRO,SBT - TV JANGADEIRO - PATROCINIO DE PROGRAMAS LOCAIS";SBT;Televisão;Regional;"FORTALEZA - CE"
"05.411.322/0008-13 / PPR ¿ Profissionais de Publicidade Reunidos LTDA";00170.002796/2019-00;Publicidade;Midia;20/08/2019;01/10/2019;2019NE800064;"Utilidade Pública";160520;2019OB800989;"Recurso financeiro recebido do Ministério da Economia, referente ao TED 01/2019";"Taxa Patrimonial 2019";314120;10319;31008,91;30301,41;"33.050.733/0008-66 / RADIO E TELEVISAO BANDEIRANTES DO RIO DE JANEIRO S.A";26112,77;23645,11;"BAND RIO";BAND;Televisão;Regional;"RIO DE JANEIRO - RJ"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.002814/2019-45;Publicidade;Midia;23/08/2019;01/10/2019;2018NE800005;"Utilidade Pública";107784;2019OB801013;;"Campanha Queimadas";314181;12427;1601,34;1564,81;"07.600.970/0001-77 / VIA BRASIL COMUNICACAO LTDA - EPP";1348,5;1221,07;"BAND - VIA BRASIL";BAND;Televisão;Regional;"ARAGUAINA - TO"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002824/2019-81;Publicidade;Midia;23/08/2019;01/10/2019;2019NE800003;Institucional;107783;2019OB801015;;"Nova Previdência - continuidade";313660;36544;39744,2;38837,4;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";33468,8;30306;"GLOBO - GAZETA";"TV GLOBO";Televisão;Estadual;ALAGOAS
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002824/2019-81;Publicidade;Midia;23/08/2019;01/10/2019;2019NE800003;Institucional;107783;2019OB801015;;"Nova Previdência - continuidade";314200;36472;15976,33;15611,82;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";13453,75;12099,62;"RECORD - BELO HORIZONTE - MG -  PROGRAMAS LOCAIS";RECORD;Televisão;Regional;"BELO HORIZONTE - MG"
"05.411.322/0008-13 / PPR ¿ Profissionais de Publicidade Reunidos LTDA";00170.002834/2019-16;Publicidade;Midia;23/08/2019;01/10/2019;2019NE800064;"Utilidade Pública";160520;2019OB800990;"Recurso financeiro recebido do Ministério da Economia, referente ao TED 01/2019";"Taxa Patrimonial 2019";312615;10133;18060,45;17648,39;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";15208,8;13771,57;"GLOBO - SERGIPE";"TV GLOBO";Televisão;Estadual;SERGIPE
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002836/2019-13;Publicidade;Midia;23/08/2019;01/10/2019;2019NE800003;Institucional;107783;2019OB801018;;"Nova Previdência - continuidade";314321;36464;26399,84;25797,51;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";22231,44;20130,57;"RECORD RS - PORTO ALEGRE - RS - PROGRAMAS LOCAIS";RECORD;Televisão;Regional;"PORTO ALEGRE - RS"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002836/2019-13;Publicidade;Midia;23/08/2019;01/10/2019;2019NE800003;Institucional;107783;2019OB801018;;"Nova Previdência - continuidade";314324;36474;44307,81;43296,89;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";37311,84;33785,87;"RECORD - BAHIA - PROGRAMAS LOCAIS";RECORD;Televisão;Regional;"SALVADOR - BA"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002837/2019-50;Publicidade;Midia;23/08/2019;01/10/2019;2019NE800003;Institucional;107783;2019OB801019;;"Nova Previdência - continuidade";314286;36780;762586,41;745187,4;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";642178,03;581436,45;SBT-NACIONAL;SBT;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002851/2019-53;Publicidade;Midia;28/08/2019;01/10/2019;2019NE800003;Institucional;107783;2019OB801022;;"Nova Previdência - continuidade";314442;36457;16585,1;16206,69;"43.915.172/0003-60 / TVSBT CANAL 11 DO RIO DE JANEIRO LTDA";13966,4;12646,58;"SBT,SBT - PATROCINIOS DE PROGRAMAS LOCAIS";SBT;Televisão;Regional;"RIO DE JANEIRO - RJ"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002855/2019-31;Publicidade;Midia;28/08/2019;01/10/2019;2019NE800003;Institucional;107783;2019OB801025;;"Nova Previdência - continuidade";314445;36829;4225,41;4129;"01.061.837/0001-03 / TV SERRA DOURADA EIRELI";3558,24;3221,99;"SBT - SERRA DOURADA,SBT - SERRA DOURADA - PATROCINIOS DE PROGRAMAS LOCAIS";SBT;Televisão;Regional;"GOIANIA - GO"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002855/2019-31;Publicidade;Midia;28/08/2019;01/10/2019;2019NE800003;Institucional;107783;2019OB801025;;"Nova Previdência - continuidade";314446;36830;10517,64;10277,68;"01.773.119/0001-60 / EMPRESA DE COMUNICACAO PRM LTDA";8856,96;8019,98;"SBT - VTV,SBT - VTV - PATROCINIO DE PROGRAMAS LOCAIS";SBT;Televisão;Regional;"SANTOS - SP"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002858/2019-75;Publicidade;Midia;28/08/2019;01/10/2019;2019NE800003;Institucional;107783;2019OB801026;;"Nova Previdência - continuidade";314201;36473;17806,77;17400,49;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";14995,18;13578,14;"RECORD - BELO HORIZONTE - MG -  PROGRAMAS LOCAIS";RECORD;Televisão;Regional;"BELO HORIZONTE - MG"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002858/2019-75;Publicidade;Midia;28/08/2019;01/10/2019;2019NE800003;Institucional;107783;2019OB801026;;"Nova Previdência - continuidade";314376;36773;7352,57;7184,81;"83.012.013/0001-08 / TELEVISAO LAGES LTDA";6191,64;5606,53;"SBT - LAGES,SBT - LAGES - PATROCINIOS DE PROGRAMAS LOCAIS";SBT;Televisão;Regional;"LAGES - SC"
"05.411.322/0008-13 / PPR ¿ Profissionais de Publicidade Reunidos LTDA";00170.002863/2019-88;Publicidade;Midia;28/08/2019;01/10/2019;2019NE800064;"Utilidade Pública";160520;2019OB800991;"Recurso financeiro recebido do Ministério da Economia, referente ao TED 01/2019";"Taxa Patrimonial 2019";311709;10068;16009,5;15644,23;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";13481,68;12207,66;"RECORD - SANTOS - SP - PROGRAMAS LOCAIS";RECORD;Televisão;Regional;"SANTOS - SP"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.001435/2019-38;Publicidade;Midia;12/04/2019;06/09/2019;2018NE800219;"Utilidade Pública";109684;2019OB800960;"Aguardando recurso financeiro do Ministério da Saúde, referente ao TED 75/2018";"Programa Nacional de Imunização - PNI";307988;10946;28408,37;27760,21;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";23922,86;21662,15;"RECORD - TERESINA";RECORD;Televisão;Regional;"TERESINA - PI"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.001692/2019-70;Publicidade;Midia;09/05/2019;06/09/2019;2018NE800219;"Utilidade Pública";109684;2019OB800968;"Aguardando recurso financeiro do Ministério da Saúde, referente ao TED 75/2018";"Programa Nacional de Imunização - PNI";308728;11262;38928,43;38040,25;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";32781,84;29553,62;"SBT - CIDADE VERDE";SBT;Televisão;Regional;"TERESINA - PI"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.001702/2019-77;Publicidade;Midia;09/05/2019;06/09/2019;2018NE800219;"Utilidade Pública";109684;2019OB800969;"Aguardando recurso financeiro do Ministério da Saúde, referente ao TED 75/2018";"Programa Nacional de Imunização - PNI";309229;11471;43763,5;42765;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";36853,49;33305,94;"RECORD - TERESINA";RECORD;Televisão;Regional;"TERESINA - PI"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002647/2019-32;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800917;;"Nova Previdência - continuidade";313441;36515;138241,17;135087,09;"60.509.239/0001-13 / RADIO E TELEVISAO BANDEIRANTES S.A.";116413,64;105412,55;"BAND - NACIONAL";BAND;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002647/2019-32;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800917;;"Nova Previdência - continuidade";313461;36528;41039,05;40102,71;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";34559,2;31293,36;"GLOBO - AMAZONAS";"TV GLOBO";Televisão;Regional;"MANAUS - AM"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002647/2019-32;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800917;;"Nova Previdência - continuidade";313460;36527;9736,55;9514,4;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";8199,2;7424,38;"GLOBO - AMAPA";"TV GLOBO";Televisão;Regional;"AMAPA - AP"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002647/2019-32;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800917;;"Nova Previdência - continuidade";313459;36526;30927,25;30221,62;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";26044;23582,84;"GLOBO - CLUBE";"TV GLOBO";Televisão;Regional;"TERESINA - PI"
"05.411.322/0008-13 / PPR ¿ Profissionais de Publicidade Reunidos LTDA";00170.002670/2019-27;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800064;"Utilidade Pública";160520;2019OB800922;;"Taxa Patrimonial 2019";313540;10295;5196,88;5078,31;"31.296.882/0001-08 / TELEVISAO CAPIXABA LTDA";4376,32;3962,76;"BAND CAPIXABA";BAND;Televisão;Regional;"VITORIA - ES"
"05.411.322/0008-13 / PPR ¿ Profissionais de Publicidade Reunidos LTDA";00170.002670/2019-27;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800064;"Utilidade Pública";160520;2019OB800922;;"Taxa Patrimonial 2019";313542;10296;10430,85;10192,86;"13.810.015/0001-67 / RADIO E TELEVISAO BANDEIRANTES DA BAHIA LTDA";8783,87;7953,79;"BAND SALVADOR";BAND;Televisão;Regional;"SALVADOR - BA"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002671/2019-71;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800923;;"Nova Previdência - continuidade";313239;36508;140947,7;137731,86;"27.865.757/0025-71 / GLOBO COMUNICACAO E PARTICIPACOES S/A";118692,8;107476,33;GLOBO;"TV GLOBO";Televisão;Estadual;"DISTRITO FEDERAL"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002671/2019-71;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800923;;"Nova Previdência - continuidade";313561;36535;15793,75;15433,4;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";13300;12043,15;"GLOBO - RONDONIA";"TV GLOBO";Televisão;Regional;"PORTO VELHO - RO"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002671/2019-71;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800923;;"Nova Previdência - continuidade";313560;36534;39785,05;38877,33;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";33503,2;30337,15;"GLOBO - SERGIPE";"TV GLOBO";Televisão;Estadual;SERGIPE
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002671/2019-71;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800923;;"Nova Previdência - continuidade";313559;36533;5182,25;5064,02;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";4364;3951,6;"GLOBO - RORAIMA";"TV GLOBO";Televisão;Estadual;RORAIMA
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002674/2019-13;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800925;;"Nova Previdência - continuidade";313482;36580;49869,3;48731,49;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";41995,2;38026,65;"GLOBO - CENTRO AMERICA";"TV GLOBO";Televisão;Regional;"CUIABA - MT"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002674/2019-13;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800925;;"Nova Previdência - continuidade";313619;36307;3989,05;3898,04;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";3359,2;3041,76;"GLOBO - RORAIMA";"TV GLOBO";Televisão;Estadual;RORAIMA
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002674/2019-13;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800925;;"Nova Previdência - continuidade";313599;36300;20936,1;20458,42;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";17630,4;15964,33;"GLOBO - AMAZONAS";"TV GLOBO";Televisão;Regional;"MANAUS - AM"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002674/2019-13;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800925;;"Nova Previdência - continuidade";313580;36540;19560,96;19114,66;"61.277.273/0001-72 / FUNDACAO CASPER LIBERO";16472,4;16472,4;"TV GAZETA";;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002674/2019-13;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800925;;"Nova Previdência - continuidade";313565;36309;436468,18;426509,82;"27.865.757/0001-02 / GLOBO COMUNICAÇÃO E PARTICIPAÇÕES S/A";367552,16;332818,48;"GLOBO NEWS";GLOBOSAT;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002674/2019-13;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800925;;"Nova Previdência - continuidade";313520;36530;103196,6;100842,09;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";86902,4;78690,12;"GLOBO - VERDES MARES";"TV GLOBO";Televisão;Regional;"FORTALEZA - CE"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002674/2019-13;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800925;;"Nova Previdência - continuidade";313519;36529;29735;29056,57;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";25040;22673,72;"GLOBO - CABO BRANCO";"TV GLOBO";Televisão;Regional;"JOAO PESSOA - PB"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002674/2019-13;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800925;;"Nova Previdência - continuidade";313503;36583;54677,25;53429,75;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";46044;41692,84;"GLOBO - MORENA";"TV GLOBO";Televisão;Regional;"CAMPO GRANDE - MS"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002674/2019-13;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800925;;"Nova Previdência - continuidade";313502;36582;38825,55;37939,71;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";32695,2;29605,5;"GLOBO - MIRANTE";"TV GLOBO";Televisão;Regional;"SAO LUIS - MA"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002674/2019-13;Publicidade;Midia;12/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800925;;"Nova Previdência - continuidade";313501;36581;76528,2;74782,15;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";64444,8;58354,77;"GLOBO - LIBERAL";"TV GLOBO";Televisão;Regional;"BELEM - PA"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002745/2019-70;Publicidade;Midia;15/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800932;;"Nova Previdência - continuidade";313583;36460;20373,93;19909,08;"54.313.556/0002-48 / TVSBT CANAL 5 DE PORTO ALEGRE S/A";17157;15535,66;"SBT,SBT - PATROCINIOS DE PROGRAMAS LOCAIS";SBT;Televisão;Regional;"PORTO ALEGRE - RS"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002783/2019-22;Publicidade;Midia;20/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800938;;"Nova Previdência - continuidade";313759;36609;330480,85;322940,68;"02.131.538/0001-60 / TV OMEGA LTDA.";278299,75;251353,69;"REDE TV! NACIONAL";"REDE TV";Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002783/2019-22;Publicidade;Midia;20/08/2019;28/08/2019;2019NE800003;Institucional;107783;2019OB800938;;"Nova Previdência - continuidade";313860;36470;391750,14;382812,06;"60.509.239/0001-13 / RADIO E TELEVISAO BANDEIRANTES S.A.";329894,92;298535,63;"BAND - NACIONAL";BAND;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002015/2019-79;Publicidade;Midia;08/08/2019;23/08/2019;2017NE800013;Institucional;107783;2019OB800895;;"Entrega do PISF Eixo Leste II - Reforço de divulgação";309141;42367;1578,9;1542,87;"04.503.353/0004-08 / RADIO E TV SCHAPPO LTDA";1329,6;1203,95;"TV MEIO NORTE";BAND;Televisão;Regional;"TERESINA - PI"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002634/2019-63;Publicidade;Midia;12/08/2019;23/08/2019;2019NE800003;Institucional;107783;2019OB800908;;"Nova Previdência - continuidade";312999;36409;37380,1;36527,26;"00.564.475/0001-00 / FUNDACAO JOSE DE PAIVA NETTO";31478,04;31478,04;"TV BOA VONTADE";"BOA VONTADE";Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.002634/2019-63;Publicidade;Midia;12/08/2019;23/08/2019;2019NE800003;Institucional;107783;2019OB800908;;"Nova Previdência - continuidade";313224;36479;157890;154287,61;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";132960;120395,28;"GLOBO - BAHIA";"TV GLOBO";Televisão;Regional;"SALVADOR - BA"
"05.411.322/0008-13 / PPR ¿ Profissionais de Publicidade Reunidos LTDA";00170.002638/2019-41;Publicidade;Midia;12/08/2019;23/08/2019;2019NE800064;"Utilidade Pública";160520;2019OB800913;;"Taxa Patrimonial 2019";312939;10255;10719,8;10475,22;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";9027,2;8174,13;"SBT - JORNAL,SBT - JORNAL - PATROCINIOS DE PROGRAMAS LOCAIS";SBT;Televisão;Regional;"RECIFE - PE"
