Contratada;"Nº Processo";"Tipo de contrato";"Tipo de processo";"Data do Ateste";"Data do Pagamento";"Nº Empenho";"Tipo Rubrica";PTRES;"Nº Ordem Bancária";Justificativa;Tema;"IDN Nota Fiscal";"Nº Nota Fiscal";"Valor bruto da contratada";"Valor líquido da contratada";"Veículo / Fornecedor";"Valor bruto do fornecedor";"Valor líquido do fornecedor";"Nome fantasia do veículo";"Grupo / Editora";Meios;"Tipo da praça de veiculação";"Praças de Veiculação"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004956/2018-66;Publicidade;Midia;21/12/2018;28/12/2018;2018NE800190;Institucional;107783;2018OB802785;;"CAMPANHA DE PRESTAÇÃO DE CONTAS";301861;8506;26750,16;26139,83;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";22526,45;20397,7;"RECORD - BAHIA - PROGRAMAS LOCAIS";RECORD;Televisão;Regional;"SALVADOR - BA"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004956/2018-66;Publicidade;Midia;21/12/2018;28/12/2018;2018NE800190;Institucional;107783;2018OB802785;;"CAMPANHA DE PRESTAÇÃO DE CONTAS";301859;8516;102483,39;100145,15;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";86301,8;78146,28;SBT;SBT;Televisão;Regional;"RIO DE JANEIRO - RJ"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004956/2018-66;Publicidade;Midia;21/12/2018;28/12/2018;2018NE800190;Institucional;107783;2018OB802785;;"CAMPANHA DE PRESTAÇÃO DE CONTAS";301858;8515;96032,65;93841,59;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";80869,6;73227,42;SBT;SBT;Televisão;Regional;"RIO DE JANEIRO - RJ"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004956/2018-66;Publicidade;Midia;21/12/2018;28/12/2018;2018NE800190;Institucional;107783;2018OB802785;;"CAMPANHA DE PRESTAÇÃO DE CONTAS";301857;8514;118386,72;115685,64;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";99694,08;90272,99;"RECORD - RIO DE JANEIRO - RIO DE JANEIRO - RJ";RECORD;Televisão;Regional;"RIO DE JANEIRO - RJ"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004956/2018-66;Publicidade;Midia;21/12/2018;28/12/2018;2018NE800190;Institucional;107783;2018OB802785;;"CAMPANHA DE PRESTAÇÃO DE CONTAS";301856;8512;1782,85;1742,17;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";1501,34;1359,46;"RECORD - JOVEM - PALMAS - TO";RECORD;Televisão;Regional;"PALMAS - TO"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004956/2018-66;Publicidade;Midia;21/12/2018;28/12/2018;2018NE800190;Institucional;107783;2018OB802785;;"CAMPANHA DE PRESTAÇÃO DE CONTAS";301855;8510;4349,1;4249,87;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";3662,4;3316,3;"RECORD - TROPICAL - NATAL - RN - PROGRAMAS LOCAIS";RECORD;Televisão;Regional;"NATAL - RN"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004956/2018-66;Publicidade;Midia;21/12/2018;28/12/2018;2018NE800190;Institucional;107783;2018OB802785;;"CAMPANHA DE PRESTAÇÃO DE CONTAS";301854;8508;12965,9;12670,08;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";10918,66;9886,85;"RECORD - CORREIO - JOÃO PESSOA - PB - PROGRAMAS LOCAIS";RECORD;Televisão;Regional;"JOAO PESSOA - PB"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004956/2018-66;Publicidade;Midia;21/12/2018;28/12/2018;2018NE800190;Institucional;107783;2018OB802785;;"CAMPANHA DE PRESTAÇÃO DE CONTAS";301853;8507;25034,4;24463,22;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";21081,6;19089,39;"RECORD - CIDADE - FORTALEZA - CE";RECORD;Televisão;Regional;"FORTALEZA - CE"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004956/2018-66;Publicidade;Midia;21/12/2018;28/12/2018;2018NE800190;Institucional;107783;2018OB802785;;"CAMPANHA DE PRESTAÇÃO DE CONTAS";301852;8505;52014,44;50827,69;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";43801,63;39662,38;"RECORD - RICTV CURITIBA - CURITIBA - PR -  PROGRAMAS LOCAIS";RECORD;Televisão;Regional;"CURITIBA - PR"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004956/2018-66;Publicidade;Midia;21/12/2018;28/12/2018;2018NE800190;Institucional;107783;2018OB802785;;"CAMPANHA DE PRESTAÇÃO DE CONTAS";301851;8504;4142,82;4048,29;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";3488,69;3159,01;"RECORD - GAZETA - CUIABÁ - MT -  PROGRAMAS LOCAIS";RECORD;Televisão;Regional;"CUIABA - MT"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004956/2018-66;Publicidade;Midia;21/12/2018;28/12/2018;2018NE800190;Institucional;107783;2018OB802785;;"CAMPANHA DE PRESTAÇÃO DE CONTAS";301850;8503;1075,47;1050,93;"02.131.538/0001-60 / TV OMEGA LTDA.";905,66;820,08;"REDE TV! - TV BRASILIA";"REDE TV";Televisão;Regional;"BRASILIA - DF"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004956/2018-66;Publicidade;Midia;21/12/2018;28/12/2018;2018NE800190;Institucional;107783;2018OB802785;;"CAMPANHA DE PRESTAÇÃO DE CONTAS";301849;8502;1632,71;1595,46;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";1374,91;1244,98;"RECORD - IMPERIAL - BOA VISTA - RR";RECORD;Televisão;Regional;"BOA VISTA - RR"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004956/2018-66;Publicidade;Midia;21/12/2018;28/12/2018;2018NE800190;Institucional;107783;2018OB802785;;"CAMPANHA DE PRESTAÇÃO DE CONTAS";301846;8501;50248,82;48985,66;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";42314,8;38316,05;"SBT - ALTEROSA";SBT;Televisão;Regional;"BELO HORIZONTE - MG"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004956/2018-66;Publicidade;Midia;21/12/2018;28/12/2018;2018NE800190;Institucional;107783;2018OB802785;;"CAMPANHA DE PRESTAÇÃO DE CONTAS";301844;8500;11336,79;10660,39;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";9546,77;8644,6;"RECORD - BELO HORIZONTE - MG -  PROGRAMAS LOCAIS";RECORD;Televisão;Regional;"BELO HORIZONTE - MG"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.004902/2018-09;Publicidade;Midia;19/12/2018;27/12/2018;2017NE800011;Institucional;107783;2018OB802764;;"Entrega do PISF Eixo Leste II - Reforço de divulgação";301200;23555;8648,65;8451,32;"13.985.114/0001-80 / Televisão Sul Bahia de Teixeira de Freitas";7283,07;6594,82;"TV SUL BAHIA";;Televisão;Regional;"TEIXEIRA DE FREITAS - BA"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.004902/2018-09;Publicidade;Midia;19/12/2018;27/12/2018;2017NE800011;Institucional;107783;2018OB802764;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 2° FASE";301219;23553;5896,46;5761,93;"17.178.195/0055-50 / SOCIEDADE MINEIRA DE CULTURA";4965,44;4965,44;"TV HORIZONTE";;Televisão;Regional;"BELO HORIZONTE - MG"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.004921/2018-27;Publicidade;Midia;19/12/2018;27/12/2018;2018NE800195;"Utilidade Pública";107784;2018OB802762;;"Enfrentamento à Violência Contra a Mulher";301764;34611;73642,24;71962,03;"03.862.216/0001-54 / TELEVISÃO CIDADE MODELO LTDA";62014,52;56154,15;"TV RIT";;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.004880/2018-79;Publicidade;Midia;19/12/2018;26/12/2018;2018NE800195;"Utilidade Pública";107784;2018OB802750;;"Enfrentamento à Violência Contra a Mulher";301483;34403;33048,6;32294,57;"00.089.913/0001-26 / FUNDACAO SARA NOSSA TERRA";27830,4;27830,4;"REDE GENESIS";"SARA NOSSA TERRA";Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.004882/2018-68;Publicidade;Midia;19/12/2018;26/12/2018;2018NE800195;"Utilidade Pública";107784;2018OB802746;;"Enfrentamento à Violência Contra a Mulher";301379;34373;19898,87;19444,86;"07.408.191/0001-74 / Discovery Networks Brasil Agenciamento e Representação Ltda.";16756,94;15173,41;TLC;DISCOVERY;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.004882/2018-68;Publicidade;Midia;19/12/2018;26/12/2018;2018NE800195;"Utilidade Pública";107784;2018OB802746;;"Enfrentamento à Violência Contra a Mulher";301420;34400;39559,52;38656,94;"07.408.191/0001-74 / Discovery Networks Brasil Agenciamento e Representação Ltda.";33313,28;30165,18;"HOME & HEALTH";DISCOVERY;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.004882/2018-68;Publicidade;Midia;19/12/2018;26/12/2018;2018NE800191;Institucional;107783;2018OB802746;;"Enfrentamento à Violência Contra a Mulher - II";301419;34388;116323,42;113669,41;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";97956,56;88699,67;"RECORD - NET";RECORD;Televisão;Nacional;Brasil
"05.411.322/0008-13 / PPR ¿ Profissionais de Publicidade Reunidos LTDA";00170.004888/2018-35;Publicidade;Midia;19/12/2018;26/12/2018;2017NE800292;"Utilidade Pública";137046;2018OB802743;;"AVANÇAR - PARCERIAS";301399;4676;202872,98;198244,27;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";170840,4;154695,98;RECORD;RECORD;Televisão;Nacional;Brasil
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004893/2018-48;Publicidade;Midia;19/12/2018;26/12/2018;2018NE800190;Institucional;107783;2018OB802756;;"CAMPANHA DE PRESTAÇÃO DE CONTAS";301562;8396;21485,86;20995,64;"00.564.475/0001-00 / FUNDACAO JOSE DE PAIVA NETTO";18093,36;18093,36;"TV BOA VONTADE";"BOA VONTADE";Televisão;Nacional;Brasil
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004492/2018-98;Publicidade;Midia;13/11/2018;21/12/2018;2018NE800219;"Utilidade Pública";109684;2018OB802700;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"Programa Nacional de Imunização - PNI";299790;7713;82141,27;80267,16;"00.811.990/0001-48 / GLOBOSAT PROGRAMADORA LTDA";69171,6;62634,88;SPORTV;GLOBOSAT;Televisão;Nacional;Brasil
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004492/2018-98;Publicidade;Midia;13/11/2018;21/12/2018;2018NE800219;"Utilidade Pública";109684;2018OB802700;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"Programa Nacional de Imunização - PNI";299792;7715;69709,86;68119,38;"00.252.848/0001-08 / TELECINE PROGRAMACAO DE FILMES LTDA";58703,04;53155,6;MEGAPIX;GLOBOSAT;Televisão;Nacional;Brasil
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004492/2018-98;Publicidade;Midia;13/11/2018;21/12/2018;2018NE800219;"Utilidade Pública";109684;2018OB802700;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"Programa Nacional de Imunização - PNI";299791;7714;64134,12;62670,85;"00.811.990/0001-48 / GLOBOSAT PROGRAMADORA LTDA";54007,68;48903,95;VIVA;GLOBOSAT;Televisão;Nacional;Brasil
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004529/2018-88;Publicidade;Midia;19/11/2018;21/12/2018;2018NE800005;"Utilidade Pública";107784;2018OB802701;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"Campanha Queimadas";299939;7729;11768,27;11499,76;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";9910,12;8973,61;"RECORD - BAHIA CABRALIA";RECORD;Televisão;Regional;"ITABUNA - BA"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004529/2018-88;Publicidade;Midia;19/11/2018;21/12/2018;2018NE800219;"Utilidade Pública";109684;2018OB802701;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"Programa Nacional de Imunização - PNI";300092;7774;58491,02;57156,5;"07.408.191/0001-74 / Discovery Networks Brasil Agenciamento e Representação Ltda.";49255,6;44600,95;"DISCOVERY CHANNEL";DISCOVERY;Televisão;Nacional;Brasil
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004529/2018-88;Publicidade;Midia;19/11/2018;21/12/2018;2018NE800005;"Utilidade Pública";107784;2018OB802701;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"Campanha Queimadas";299940;7730;41692,09;40740,85;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";35109,13;31791,32;"RECORD - BAHIA";RECORD;Televisão;Regional;"SALVADOR - BA"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004547/2018-60;Publicidade;Midia;19/11/2018;21/12/2018;2018NE800219;"Utilidade Pública";109684;2018OB802702;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"Programa Nacional de Imunização - PNI";300091;7773;59919,54;58552,43;"07.408.191/0001-74 / Discovery Networks Brasil Agenciamento e Representação Ltda.";50458,56;45690,23;"HOME & HEALTH";DISCOVERY;Televisão;Nacional;Brasil
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004600/2018-22;Publicidade;Midia;22/11/2018;21/12/2018;2018NE800219;"Utilidade Pública";109684;2018OB802705;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"Programa Nacional de Imunização - PNI";300298;7854;896554,88;876099,27;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";754993,58;683646,69;"RECORD - NET";RECORD;Televisão;Nacional;Brasil
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004638/2018-03;Publicidade;Midia;27/11/2018;21/12/2018;2018NE800005;"Utilidade Pública";107784;2018OB802706;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"Campanha Queimadas";300415;7917;28936,81;28276,59;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";24367,84;22065,08;"SBT - ALTEROSA - PATROCINIOS DE PROGRAMAS LOCAIS";"DIÁRIOS ASSOCIADOS";Televisão;Regional;"BELO HORIZONTE - MG"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004638/2018-03;Publicidade;Midia;27/11/2018;21/12/2018;2018NE800005;"Utilidade Pública";107784;2018OB802706;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"Campanha Queimadas";300417;7919;1695,75;1657,06;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";1428;1293,05;"SBT - SERRA DO CARMO - PATROCÍNIO DE PROGRAMAS LOCAIS";SBT;Televisão;Regional;"PALMAS - TO"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004638/2018-03;Publicidade;Midia;27/11/2018;21/12/2018;2018NE800005;"Utilidade Pública";107784;2018OB802706;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"Campanha Queimadas";300416;7918;81936,51;80067,06;"54.065.370/0003-06 / TV STUDIOS DE BRASILIA LTDA";68999,17;62478,75;"SBT,SBT - PATROCINIOS DE PROGRAMAS LOCAIS";SBT;Televisão;Regional;"BRASILIA - DF"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004765/2018-02;Publicidade;Midia;10/12/2018;21/12/2018;2018NE800222;"Utilidade Pública";109259;2018OB802717;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"PRF - ORIENTAÇÕES DE SEGURANÇA NAS RODOVIAS FEDERAIS II";300913;8131;2861;2795,72;"17.184.649/0001-02 / RADIO E TELEVISAO BANDEIRANTES DE MINAS GERAIS LTDA";2409,26;2181,58;"BAND BELO HORIZONTE";BAND;Televisão;Regional;"BELO HORIZONTE - MG"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004765/2018-02;Publicidade;Midia;10/12/2018;21/12/2018;2018NE800222;"Utilidade Pública";109259;2018OB802717;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"PRF - ORIENTAÇÕES DE SEGURANÇA NAS RODOVIAS FEDERAIS II";300990;8177;8050,22;7866,55;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";6779,14;6138,51;"RECORD - RICTV NORTE / NORDESTE - LONDRINA - PR -PROGRAMAS LOCAIS";RECORD;Televisão;Regional;"LONDRINA - PR"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004765/2018-02;Publicidade;Midia;10/12/2018;21/12/2018;2018NE800222;"Utilidade Pública";109259;2018OB802717;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"PRF - ORIENTAÇÕES DE SEGURANÇA NAS RODOVIAS FEDERAIS II";300989;8176;14295,94;13969,77;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";12038,69;10901,03;"SBT COP";SBT;Televisão;Regional;"JAU - SP"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004765/2018-02;Publicidade;Midia;10/12/2018;21/12/2018;2018NE800222;"Utilidade Pública";109259;2018OB802717;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"PRF - ORIENTAÇÕES DE SEGURANÇA NAS RODOVIAS FEDERAIS II";300988;8175;57,19;55,89;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";48,16;43,61;"SBT - CIDADE SAO LOURENÇO";SBT;Televisão;Regional;"JACIARA - MT"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004765/2018-02;Publicidade;Midia;10/12/2018;21/12/2018;2018NE800222;"Utilidade Pública";109259;2018OB802717;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"PRF - ORIENTAÇÕES DE SEGURANÇA NAS RODOVIAS FEDERAIS II";300987;8174;858,81;839,22;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";723,21;654,87;"SBT - CIDADE SAO LOURENÇO";SBT;Televisão;Regional;"JACIARA - MT"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004765/2018-02;Publicidade;Midia;10/12/2018;21/12/2018;2018NE800222;"Utilidade Pública";109259;2018OB802717;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"PRF - ORIENTAÇÕES DE SEGURANÇA NAS RODOVIAS FEDERAIS II";300973;8208;4199,97;4104,14;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";3536,82;3202,59;"SBT - ALTEROSA SUL";SBT;Televisão;Regional;"VARGINHA - MG"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004765/2018-02;Publicidade;Midia;10/12/2018;21/12/2018;2018NE800222;"Utilidade Pública";109259;2018OB802717;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"PRF - ORIENTAÇÕES DE SEGURANÇA NAS RODOVIAS FEDERAIS II";300972;8207;5087,25;4971,18;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";4284;3879,16;"SBT - SOROCABA";SBT;Televisão;Regional;"SOROCABA - SP"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004765/2018-02;Publicidade;Midia;10/12/2018;21/12/2018;2018NE800222;"Utilidade Pública";109259;2018OB802717;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"PRF - ORIENTAÇÕES DE SEGURANÇA NAS RODOVIAS FEDERAIS II";300971;8206;14288,21;13962,22;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";12032,18;10895,14;"SBT - SOROCABA";SBT;Televisão;Regional;"SOROCABA - SP"
"04.784.569/0002-27 / CALIA Y2 PROPAGANDA E MARKETING LTDA";00170.004765/2018-02;Publicidade;Midia;10/12/2018;21/12/2018;2018NE800222;"Utilidade Pública";109259;2018OB802717;"Processo aguardava recurso financeiro do Fundo Nacional de Saúde para proceder com o pagamento";"PRF - ORIENTAÇÕES DE SEGURANÇA NAS RODOVIAS FEDERAIS II";300969;8205;1137,15;1111,2;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";957,6;867,11;"RECORD - CAPITAL - SINOP - MT- PROGRAMAS LOCAIS";RECORD;Televisão;Regional;"SINOP - MT"
