Contratada;"Nº Processo";"Tipo de contrato";"Tipo de processo";"Data do Ateste";"Data do Pagamento";"Nº Empenho";"Tipo Rubrica";PTRES;"Nº Ordem Bancária";Justificativa;Tema;"IDN Nota Fiscal";"Nº Nota Fiscal";"Valor bruto da contratada";"Valor líquido da contratada";"Veículo / Fornecedor";"Valor bruto do fornecedor";"Valor líquido do fornecedor";"Nome fantasia do veículo";"Grupo / Editora";Meios;"Tipo da praça de veiculação";"Praças de Veiculação"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003937/2017-31;Publicidade;Midia;19/12/2017;22/12/2017;2017NE800247;Institucional;107783;2017OB801445;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE";277975;29018;31213,2;30501,05;"60.509.239/0001-13 / RADIO E TELEVISAO BANDEIRANTES S.A.";26284,8;23800,89;BAN;BAND;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003937/2017-31;Publicidade;Midia;19/12/2017;22/12/2017;2017NE800247;Institucional;107783;2017OB801445;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE";277821;28950;85302,27;83356,03;"54.065.370/0003-06 / TV STUDIOS DE BRASILIA LTDA";71833,49;65045,23;SBT;SBT;Televisão;Regional;"BRASILIA - DF"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003937/2017-31;Publicidade;Midia;19/12/2017;22/12/2017;2017NE800247;Institucional;107783;2017OB801445;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE";278007;29024;62939,4;61503,39;"27.865.757/0025-71 / GLOBO COMUNICACAO E PARTICIPACOES S/A";53001,6;47992,95;"TV GLOBO";"TV GLOBO";Televisão;Regional;"BRASILIA - DF"
"05.411.322/0008-13 / PPR ¿ Profissionais de Publicidade Reunidos LTDA";00170.003707/2017-72;Publicidade;Midia;07/12/2017;21/12/2017;2017NE800176;"Utilidade Pública";107784;2017OB801424;;"CENSO AGROPECUÁRIO 2017";276960;3706;53010,64;51801,16;"03.862.216/0001-54 / TELEVISÃO CIDADE MODELO LTDA";44640,54;40422,01;RIT;;Televisão;Nacional;Brasil
"05.411.322/0008-13 / PPR ¿ Profissionais de Publicidade Reunidos LTDA";00170.003707/2017-72;Publicidade;Midia;07/12/2017;21/12/2017;2017NE800176;"Utilidade Pública";107784;2017OB801424;;"CENSO AGROPECUÁRIO 2017";276971;3718;95460,75;93282,74;"61.413.092/0001-26 / TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA";80388;72791,33;"REDE VIDA";;Televisão;Nacional;Brasil
"05.411.322/0008-13 / PPR ¿ Profissionais de Publicidade Reunidos LTDA";00170.003707/2017-72;Publicidade;Midia;07/12/2017;21/12/2017;2017NE800176;"Utilidade Pública";107784;2017OB801424;;"CENSO AGROPECUÁRIO 2017";276968;3717;53993,08;52761,19;"50.016.039/0013-09 / Fundação João Paulo II";45467,86;45467,86;"TV CANCAO NOVA";"CANÇÃO NOVA";Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003936/2017-97;Publicidade;Midia;19/12/2017;21/12/2017;2017NE800247;Institucional;107783;2017OB801434;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE";277965;29011;585162;571811,07;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";492768;446201,42;"REC    ";RECORD;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003936/2017-97;Publicidade;Midia;19/12/2017;21/12/2017;2017NE800247;Institucional;107783;2017OB801434;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE";277973;29017;343539;335700,89;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";289296;261957,53;"SBT    ";SBT;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003709/2017-61;Publicidade;Midia;07/12/2017;18/12/2017;2017NE800252;"Utilidade Pública";107784;2017OB801415;;"PIS-PASEP - COMUNICADO";277160;28851;172533,37;168596,88;"02.131.538/0001-60 / TV OMEGA LTDA.";145291,26;131561,24;"REDE TV";"REDE TV";Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003709/2017-61;Publicidade;Midia;07/12/2017;18/12/2017;2017NE800252;"Utilidade Pública";107784;2017OB801415;;"PIS-PASEP - COMUNICADO";277109;28687;987007,56;964488,2;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";831164,26;752505,11;"TV RECORD";RECORD;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003709/2017-61;Publicidade;Midia;07/12/2017;18/12/2017;2017NE800252;"Utilidade Pública";107784;2017OB801415;;"PIS-PASEP - COMUNICADO";277106;28837;594339,9;580779,56;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";500496,76;453161,33;SBT;SBT;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003709/2017-61;Publicidade;Midia;07/12/2017;18/12/2017;2017NE800252;"Utilidade Pública";107784;2017OB801415;;"PIS-PASEP - COMUNICADO";277098;28762;40584;39658,04;"02.344.518/0001-78 / REDE MULHER DE TELEVISAO LTDA";34176;30946,37;"RECORD NEWS";RECORD;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003798/2017-46;Publicidade;Midia;07/12/2017;18/12/2017;2017NE800252;"Utilidade Pública";107784;2017OB801416;;"PIS-PASEP - COMUNICADO";277348;28873;18479,02;18057,4;"09.168.704/0001-42 / EMPRESA BRASIL DE COMUNICACAO S.A. - EBC";15561,28;14090,74;"TV BRASIL";EBC;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003798/2017-46;Publicidade;Midia;07/12/2017;18/12/2017;2017NE800252;"Utilidade Pública";107784;2017OB801416;;"PIS-PASEP - COMUNICADO";277590;28893;198312,12;193787,47;"60.509.239/0001-13 / RADIO E TELEVISAO BANDEIRANTES S.A.";166999,68;151218,21;"TV BAND ";BAND;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003789/2017-55;Publicidade;Midia;07/12/2017;15/12/2017;2017NE800013;Institucional;107783;2017OB801397;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 2° FASE";277524;36009;3009,6;2940,93;"10.371.708/0002-93 / ASSOCIACAO COORDENADORA DOS USUARIOS DO CANAL COMUNITARIO DE NOVO HAMBURGO E VALE DOS SINOS E CAI";2534,4;2534,4;"TV CACHOEIRINHA";;Televisão;Regional;"CACHOEIRINHA - RS"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003800/2017-87;Publicidade;Midia;07/12/2017;15/12/2017;2017NE800011;Institucional;107783;2017OB801398/2017OB801401;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 3° FASE";277185;20593;205405,2;200718,72;"61.914.891/0001-86 / Fundação Padre Anchieta Centro Paulista de Rádio e Tv Educativas";172972,8;172972,8;"TV CULTURA";;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003550/2017-85;Publicidade;Midia;14/11/2017;11/12/2017;2016NE800007;Institucional;107783;2017OB801382;;"CAMPANHA DE PRESTAÇÃO DE CONTAS E AÇÕES DE OPORTUNIDADE";276033;35216;2560,25;2501,84;"09.031.598/0001-50 / ASSOCIACAO DAS ENTIDADES USUARIAS DO CANAL COMUNITARIO DA CIDADE DE FEIRA DE SANTANA ";2156;1952,26;"MAIS TV";;Televisão;Regional;"FEIRA DE SANTANA - BA"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003550/2017-85;Publicidade;Midia;14/11/2017;11/12/2017;2016NE800007;Institucional;107783;2017OB801382;;"Jogos Olímpicos e Paralímpicos Rio 2016 III";275044;34765;16008,55;15643,31;"00.163.234/0001-50 / Rede Nacional de Comunicação LTDA";13480,88;12206,94;"REDE BRASIL";;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003597/2017-49;Publicidade;Midia;21/11/2017;11/12/2017;2017NE800013;Institucional;107783;2017OB801387;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 2° FASE";276390;35447;3016,44;2947,62;"09.022.292/0001-38 / ASSOCIACAO DE ENTIDADES CANAL COMUNITARIO DE TV'S POR ASSINATURA DE SETE LAGOAS";2540,16;2540,16;"SETE LAGOAS";;Televisão;Regional;"SETE LAGOAS - MG"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003652/2017-09;Publicidade;Midia;24/11/2017;11/12/2017;2015NE800013;Institucional;085460;2017OB801376;;"CAMPANHA DE PRESTAÇÃO DE CONTAS REGIONAL 2015 - III";269192;29848;470,25;459,52;"09.031.598/0001-50 / ASSOCIACAO DAS ENTIDADES USUARIAS DO CANAL COMUNITARIO DA CIDADE DE FEIRA DE SANTANA ";396;358,58;"MAIS TV";;Televisão;Regional;"FEIRA DE SANTANA - BA"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003652/2017-09;Publicidade;Midia;24/11/2017;11/12/2017;2015NE800016;"Utilidade Pública";085461;2017OB801376;;"PLANO AGRÍCOLA E PECUÁRIO 2015/2016";269186;29841;598,5;584,84;"09.031.598/0001-50 / ASSOCIACAO DAS ENTIDADES USUARIAS DO CANAL COMUNITARIO DA CIDADE DE FEIRA DE SANTANA ";504;456,37;"MAIS TV";;Televisão;Regional;"FEIRA DE SANTANA - BA"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003652/2017-09;Publicidade;Midia;24/11/2017;11/12/2017;2015NE800013;Institucional;085460;2017OB801376;;"CAMPANHA DE PRESTAÇÃO DE CONTAS REGIONAL 2015 - III";269185;29840;1515,25;1480,68;"09.031.598/0001-50 / ASSOCIACAO DAS ENTIDADES USUARIAS DO CANAL COMUNITARIO DA CIDADE DE FEIRA DE SANTANA ";1276;1155,42;"MAIS TV";;Televisão;Regional;"FEIRA DE SANTANA - BA"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003652/2017-09;Publicidade;Midia;24/11/2017;11/12/2017;2015NE800016;"Utilidade Pública";085461;2017OB801376;;"PLANO AGRÍCOLA E PECUÁRIO 2015/2016";269195;29851;897,75;877,26;"09.031.598/0001-50 / ASSOCIACAO DAS ENTIDADES USUARIAS DO CANAL COMUNITARIO DA CIDADE DE FEIRA DE SANTANA ";756;684,56;"MAIS TV";;Televisão;Regional;"FEIRA DE SANTANA - BA"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003652/2017-09;Publicidade;Midia;24/11/2017;11/12/2017;2015NE800013;Institucional;085460;2017OB801376;;"CAMPANHA DE PRESTAÇÃO DE CONTAS REGIONAL 2015 - III";269194;29850;836;816,93;"09.031.598/0001-50 / ASSOCIACAO DAS ENTIDADES USUARIAS DO CANAL COMUNITARIO DA CIDADE DE FEIRA DE SANTANA ";704;637,47;"MAIS TV";;Televisão;Regional;"FEIRA DE SANTANA - BA"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003652/2017-09;Publicidade;Midia;24/11/2017;11/12/2017;2015NE800016;"Utilidade Pública";085461;2017OB801376;;"PLANO AGRÍCOLA E PECUÁRIO 2015/2016";269193;29849;213,75;208,87;"09.031.598/0001-50 / ASSOCIACAO DAS ENTIDADES USUARIAS DO CANAL COMUNITARIO DA CIDADE DE FEIRA DE SANTANA ";180;162,99;"MAIS TV";;Televisão;Regional;"FEIRA DE SANTANA - BA"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003706/2017-28;Publicidade;Midia;07/12/2017;11/12/2017;2017NE800011;Institucional;107783;2017OB801390;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 3° FASE";276924;20523;152023,56;148555,02;"00.089.913/0001-26 / FUNDACAO SARA NOSSA TERRA";128019,84;128019,84;GENESIS;"SARA NOSSA TERRA";Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003706/2017-28;Publicidade;Midia;07/12/2017;11/12/2017;2017NE800011;Institucional;107783;2017OB801390;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 3° FASE";276925;20524;33048,6;32294,57;"00.089.913/0001-26 / FUNDACAO SARA NOSSA TERRA";27830,4;27830,4;GENESIS;"SARA NOSSA TERRA";Televisão;Nacional;Brasil
"05.411.322/0008-13 / PPR ¿ Profissionais de Publicidade Reunidos LTDA";00170.003799/2017-91;Publicidade;Midia;07/12/2017;11/12/2017;2017NE800176;"Utilidade Pública";107784;2017OB801391;;"CENSO AGROPECUÁRIO 2017";277123;3731;99145,8;96883,71;"00.089.913/0001-26 / FUNDACAO SARA NOSSA TERRA";83491,2;83491,2;GENESIS;"SARA NOSSA TERRA";Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003480/2017-65;Publicidade;Midia;10/11/2017;06/12/2017;2017NE800252;"Utilidade Pública";107784;2017OB801361;;"PIS-PASEP - COMUNICADO";276308;28674;125688,42;122820,74;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";105842,88;95840,73;"TV GLOBO";"TV GLOBO";Televisão;Regional;"RIO DE JANEIRO - RJ"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003480/2017-65;Publicidade;Midia;10/11/2017;06/12/2017;2017NE800252;"Utilidade Pública";107784;2017OB801361;;"PIS-PASEP - COMUNICADO";276457;28671;248225,12;242561,67;"27.865.757/0027-33 / GLOBO COMUNICACAO E PARTICIPACOES S/A";209031,68;189278,19;"TV GLOBO";"TV GLOBO";Televisão;Regional;"SAO PAULO - SP"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003480/2017-65;Publicidade;Midia;10/11/2017;06/12/2017;2017NE800252;"Utilidade Pública";107784;2017OB801361;;"PIS-PASEP - COMUNICADO";276389;28697;54801,85;53551,5;"06.017.510/0001-58 / COMPANHIA RIO BONITO COMUNICAÇOES";46148,93;41787,86;BANDNEWS;BAND;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003480/2017-65;Publicidade;Midia;10/11/2017;06/12/2017;2017NE800252;"Utilidade Pública";107784;2017OB801361;;"PIS-PASEP - COMUNICADO";276324;28663;176082,5;172065,03;"61.413.092/0001-26 / TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA";148280;134267,54;"REDE VIDA";;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003480/2017-65;Publicidade;Midia;10/11/2017;06/12/2017;2017NE800252;"Utilidade Pública";107784;2017OB801361;;"PIS-PASEP - COMUNICADO";276310;28675;192703,75;188307,06;"50.016.039/0013-09 / Fundação João Paulo II";162276,84;162276,84;"CANCAO NOVA";"CANÇÃO NOVA";Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003599/2017-38;Publicidade;Midia;21/11/2017;06/12/2017;2016NE800007;Institucional;107783;2017OB801355;;"CAMPANHA DE PRESTAÇÃO DE CONTAS E AÇÕES DE OPORTUNIDADE";275451;34885;1049,87;1025,91;"49.973.613/0001-02 / SISTEMA OPINIAO DE COMUNICACAO E COMERCIO LTDA";884,1;800,55;"NOVA TV";;Televisão;Regional;"CATANDUVA - SP"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003599/2017-38;Publicidade;Midia;21/11/2017;06/12/2017;2016NE800007;Institucional;107783;2017OB801355;;"Jogos Olímpicos e Paralímpicos Rio 2016 III";276223;35400;513;501,3;"13.321.125/0001-65 / NOVIDADE TV LTDA. - ME";432;432;"NOVA TV";;Televisão;Regional;"NOVA FRIBURGO - RJ"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003599/2017-38;Publicidade;Midia;21/11/2017;06/12/2017;2016NE800007;Institucional;107783;2017OB801355;;"Jogos Olímpicos e Paralímpicos Rio 2016 III";276222;35399;2308,5;2255,82;"13.321.125/0001-65 / NOVIDADE TV LTDA. - ME";1944;1944;"NOVA TV";;Televisão;Regional;"NOVA FRIBURGO - RJ"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003599/2017-38;Publicidade;Midia;21/11/2017;06/12/2017;2016NE800007;Institucional;107783;2017OB801355;;"CAMPANHA DE PRESTAÇÃO DE CONTAS E AÇÕES DE OPORTUNIDADE";275452;34888;1049,94;1025,98;"49.973.613/0001-02 / SISTEMA OPINIAO DE COMUNICACAO E COMERCIO LTDA";884,16;800,61;"NOVA TV";;Televisão;Regional;"CATANDUVA - SP"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003628/2017-61;Publicidade;Midia;22/11/2017;06/12/2017;2017NE800252;"Utilidade Pública";107784;2017OB801360;;"PIS-PASEP - COMUNICADO";276306;28672;67322,89;65786,86;"27.865.757/0025-71 / GLOBO COMUNICACAO E PARTICIPACOES S/A";56692,96;51335,48;"TV GLOBO";"TV GLOBO";Televisão;Regional;"BRASILIA - DF"
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003628/2017-61;Publicidade;Midia;22/11/2017;06/12/2017;2017NE800252;"Utilidade Pública";107784;2017OB801360;;"PIS-PASEP - COMUNICADO";276662;28763;106222,35;103798,8;"00.089.913/0001-26 / FUNDACAO SARA NOSSA TERRA";89450,4;89450,4;"REDE GENESES";"SARA NOSSA TERRA";Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003628/2017-61;Publicidade;Midia;22/11/2017;06/12/2017;2017NE800252;"Utilidade Pública";107784;2017OB801360;;"PIS-PASEP - COMUNICADO";276644;28764;28669,08;28014,97;"07.075.887/0001-26 / REDE VISÃO CRISTÃ";24142,38;21860,93;"BOAS NOVAS";;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003628/2017-61;Publicidade;Midia;22/11/2017;06/12/2017;2017NE800252;"Utilidade Pública";107784;2017OB801360;;"PIS-PASEP - COMUNICADO";276643;28761;81554,89;79694,15;"03.862.216/0001-54 / TELEVISÃO CIDADE MODELO LTDA";68677,8;62187,75;"TV RIT";;Televisão;Nacional;Brasil
"33.673.286/0004-78 / ARTPLAN COMUNICAÇÃO S/A";00170.003628/2017-61;Publicidade;Midia;22/11/2017;06/12/2017;2017NE800252;"Utilidade Pública";107784;2017OB801360;;"PIS-PASEP - COMUNICADO";276307;28673;278712,9;272353,84;"59.016.873/0001-35 / FUNDACAO SECULO VINTE E UM";234705,6;234705,6;"SECULO XXI";;Televisão;Nacional;Brasil
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.003595/2017-50;Publicidade;Midia;21/11/2017;01/12/2017;2015NE800015;"Utilidade Pública";085461;2017OB801343;;"PLANO AGRÍCOLA E PECUÁRIO 2015/2016";276468;62591;1118,53;1093,01;"11.187.987/0001-11 / ASSOCIACAO DE ENTIDADES USUARIAS E ADMINISTRADORAS DO CANAL COMUNITARIO DA CIDADE DE VOTORANTIM";941,92;941,92;"TVC VOTORANTIM - TV COMUNITARIA";;Televisão;Regional;"VOTORANTIM - SP"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003602/2017-13;Publicidade;Midia;21/11/2017;01/12/2017;2016NE800005;Institucional;107783;2017OB801337;;"Jogos Olímpicos e Paralímpicos Rio 2016 III";276205;20394;712,38;696,13;"84.664.796/0001-77 / FUNDACAO TELEVISAO E RADIO CULTURA DO AMAZONAS";599,9;599,9;"TV CULTURA AMAZONAS";;Televisão;Regional;"MANAUS - AM"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.003626/2017-72;Publicidade;Midia;22/11/2017;01/12/2017;2016NE800005;Institucional;107783;2017OB801340/2017OB801342;;"Campanha Bandeiras Tarifárias";276362;20393;6581,1;6430,94;"84.664.796/0001-77 / FUNDACAO TELEVISAO E RADIO CULTURA DO AMAZONAS";5541,98;5541,98;"TV CULTURA AMAZONAS";;Televisão;Regional;"MANAUS - AM"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003653/2017-45;Publicidade;Midia;24/11/2017;01/12/2017;2016NE800007;Institucional;107783;2017OB801336;;"Jogos Olímpicos e Paralímpicos Rio 2016 III";268482;29102;2606,38;2546,91;"11.823.142/0001-75 / NOVA TV GALEGA LTDA EPP";2194,85;1987,44;"TV GALEGA";;Televisão;Regional;"BLUMENAU - SC"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003539/2017-15;Publicidade;Midia;14/11/2017;28/11/2017;2017NE800013;Institucional;107783;2017OB801319/OB801320;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 2° FASE";276102;35247;2948,65;2881,37;"04.290.786/0001-80 / RADIO E CANAL COMUNITARIO DE PERUIBE - RADIO E TV VALE DAS ARTES";2483,07;2248,42;"VALE DAS ARTES";;Televisão;Regional;"PERUIBE - SP"
"05.411.322/0008-13 / PPR ¿ Profissionais de Publicidade Reunidos LTDA";00170.003629/2017-14;Publicidade;Midia;22/11/2017;28/11/2017;2017NE800176;"Utilidade Pública";107784;2017OB801322;;"CENSO AGROPECUÁRIO 2017";276972;3709;101412,5;99098,69;"59.016.873/0001-35 / FUNDACAO SECULO VINTE E UM";85400;85400;"SECULO XXI";;Televisão;Nacional;Brasil
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.003632/2017-20;Publicidade;Midia;22/11/2017;27/11/2017;2017NE800012;Institucional;107783;2017OB801315;;"Campanha Prestação de Contas - Ministérios das Cidades";275068;61697;9160,95;8951,94;"07.628.934/0001-11 / SPC- SISTEMA PERNAMBUCANO DE COMUNICACOES LTDA";7714,48;6985,46;"TV REDE ESTAÇAO";;Televisão;Estadual;PERNAMBUCO
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.003364/2017-46;Publicidade;Midia;31/10/2017;17/11/2017;2017NE800013;Institucional;107783;2017OB801294;;"Entrega do PISF Eixo Leste II - Reforço de divulgação";275454;34886;3153,05;3081,11;"12.748.471/0001-61 / TELEVISAO NOVOS TEMPOS S/A";2655,2;2404,28;BANDEIRANTES;BAND;Televisão;Regional;"MACEIO - AL"
