Contratada;"Nº Processo";"Tipo de contrato";"Tipo de processo";"Data do Ateste";"Data do Pagamento";"Nº Empenho";"Tipo Rubrica";PTRES;"Nº Ordem Bancária";Justificativa;Tema;"IDN Nota Fiscal";"Nº Nota Fiscal";"Valor bruto da contratada";"Valor líquido da contratada";"Veículo / Fornecedor";"Valor bruto do fornecedor";"Valor líquido do fornecedor";"Nome fantasia do veículo";"Grupo / Editora";Meios;"Tipo da praça de veiculação";"Praças de Veiculação"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002693/2017-70;Publicidade;Midia;28/08/2017;19/09/2017;2017NE800012;Institucional;107783;2017OB800912;;"Campanha Prestação de Contas - Ministérios das Cidades";272994;59748;7797,02;7619,12;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";6565,91;5945,43;"SBT JOÃO PESSOA";SBT;Televisão;Regional;"JOAO PESSOA - PB"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002693/2017-70;Publicidade;Midia;28/08/2017;19/09/2017;2017NE800012;Institucional;107783;2017OB800912;;"Campanha Prestação de Contas - Ministérios das Cidades";272992;59749;5315,51;5194,24;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";4476,22;4053,22;"SBT CAMPINA GRANDE";SBT;Televisão;Regional;"CAMPINA GRANDE - PB"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002693/2017-70;Publicidade;Midia;28/08/2017;19/09/2017;2017NE800012;Institucional;107783;2017OB800912;;"Campanha Prestação de Contas - Ministérios das Cidades";272991;59832;131767,21;128760,83;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";110961,86;100475,96;"GLOBO SALVADOR";"TV GLOBO";Televisão;Regional;"SALVADOR - BA"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002693/2017-70;Publicidade;Midia;28/08/2017;19/09/2017;2017NE800012;Institucional;107783;2017OB800912;;"Campanha Prestação de Contas - Ministérios das Cidades";272990;59831;9041,78;8835,49;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";7614,13;6894,59;"GLOBO PETROLINA";"TV GLOBO";Televisão;Regional;"PETROLINA - PE"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002693/2017-70;Publicidade;Midia;28/08/2017;19/09/2017;2017NE800012;Institucional;107783;2017OB800912;;"Campanha Prestação de Contas - Ministérios das Cidades";272987;59829;17271,31;16877,25;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";14544,26;13169,83;"GLOBO CARUARU";"TV GLOBO";Televisão;Regional;"CARUARU - PE"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002697/2017-58;Publicidade;Midia;28/08/2017;19/09/2017;2017NE800013;Institucional;107783;2017OB800915;;"Brasil nos trilhos - Mudanças";272866;33412;324190,07;316793,41;"03.347.577/0001-62 / FOX LATIN AMERICAN CHANNELS DO BRASIL LTDA";273002,16;247203,46;FOX;FOX;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002697/2017-58;Publicidade;Midia;28/08/2017;19/09/2017;2017NE800013;Institucional;107783;2017OB800915;;"Brasil nos trilhos - Mudanças";272867;33413;201957,84;197350,02;"03.347.577/0001-62 / FOX LATIN AMERICAN CHANNELS DO BRASIL LTDA";170069,76;153998,17;"FOX SPORTS";FOX;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002756/2017-98;Publicidade;Midia;05/09/2017;19/09/2017;2017NE800013;Institucional;107783;2017OB800914;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 2° FASE";273156;33322;224928,32;219796,4;"06.017.510/0001-58 / COMPANHIA RIO BONITO COMUNICAÇOES";189413,32;171513,76;"BAND NEWS";BAND;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002756/2017-98;Publicidade;Midia;05/09/2017;19/09/2017;2017NE800013;Institucional;107783;2017OB800914;;"Brasil nos trilhos - Mudanças";273408;33598;319599;312307,1;"33.040.767/0001-01 / SONY PICTURES RELEASING OF BRASIL INC";269136;243702,65;AXN;SONY;Televisão;Nacional;Brasil
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002771/2017-36;Publicidade;Midia;05/09/2017;19/09/2017;2017NE800012;Institucional;107783;2017OB800920;;"Campanha Prestação de Contas - Ministérios das Cidades";272988;59828;54179,28;52943,14;"27.865.757/0033-81 / GLOBO COMUNICACAO E PARTICIPACOES S/A";45624,66;41313,13;"GLOBO JOÃO PESSOA";"TV GLOBO";Televisão;Regional;"JOAO PESSOA - PB"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002777/2017-11;Publicidade;Midia;05/09/2017;19/09/2017;2017NE800012;Institucional;107783;2017OB800921;;"Campanha Prestação de Contas - Ministérios das Cidades";273241;59756;28371,25;27723,94;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";23891,58;21633,83;"RECORD RECIFE";RECORD;Televisão;Regional;"RECIFE - PE"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002777/2017-11;Publicidade;Midia;05/09/2017;19/09/2017;2017NE800012;Institucional;107783;2017OB800921;;"Campanha Prestação de Contas - Ministérios das Cidades";273351;59743;30875,82;30171,36;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";26000,69;23543,62;"RECORD SALVADOR";RECORD;Televisão;Regional;"SALVADOR - BA"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002777/2017-11;Publicidade;Midia;05/09/2017;19/09/2017;2017NE800012;Institucional;107783;2017OB800921;;"Campanha Prestação de Contas - Ministérios das Cidades";273341;60011;15022,35;14679,6;"27.065.150/0011-01 / NASSAU EDITORA RADIO E TV LTDA";12650,4;11454,94;"BAND RECIFE";BAND;Televisão;Regional;"RECIFE - PE"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002777/2017-11;Publicidade;Midia;05/09/2017;19/09/2017;2017NE800012;Institucional;107783;2017OB800921;;"Campanha Prestação de Contas - Ministérios das Cidades";273250;59745;8080,55;7896,19;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";6804,67;6161,63;"RECORD JOÃO PESSOA";RECORD;Televisão;Regional;"JOAO PESSOA - PB"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002777/2017-11;Publicidade;Midia;05/09/2017;19/09/2017;2017NE800012;Institucional;107783;2017OB800921;;"Campanha Prestação de Contas - Ministérios das Cidades";273249;59744;16501,84;16125,34;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";13896,29;12583,09;"RECORD RECIFE";RECORD;Televisão;Regional;"RECIFE - PE"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002777/2017-11;Publicidade;Midia;05/09/2017;19/09/2017;2017NE800012;Institucional;107783;2017OB800921;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 2° FASE";273248;60023;6511,3;6362,73;"15.622.124/0001-86 / BAIANA COMUNICACOES EIRELI";5483,2;5483,2;"TV BAIANA";;Televisão;Regional;"SALVADOR - BA"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002777/2017-11;Publicidade;Midia;05/09/2017;19/09/2017;2017NE800012;Institucional;107783;2017OB800921;;"Campanha Prestação de Contas - Ministérios das Cidades";273242;59746;8910,1;8706,81;"60.628.369/0001-75 / RADIO E TELEVISAO RECORD S.A";7503,24;6794,18;"RECORD JOÃO PESSOA";RECORD;Televisão;Regional;"JOAO PESSOA - PB"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002781/2017-71;Publicidade;Midia;05/09/2017;19/09/2017;2017NE800011;Institucional;107783;2017OB800910;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 3° FASE";272769;19647;2519898,74;2462405,26;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";2122019,99;1921249,07;SBT;SBT;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002812/2017-94;Publicidade;Midia;05/09/2017;19/09/2017;2017NE800013;Institucional;107783;2017OB800916;;"Brasil nos trilhos - Mudanças";273497;33541;240171,4;234691,7;"07.408.191/0001-74 / Discovery Networks Brasil Agenciamento e Representação Ltda.";202249,6;183137,01;"HOME  HEALTH,HOME   HEALTH";DISCOVERY;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002812/2017-94;Publicidade;Midia;05/09/2017;19/09/2017;2017NE800013;Institucional;107783;2017OB800916;;"Brasil nos trilhos - Mudanças";273498;033542;3446,1;3367,47;"09.168.704/0001-42 / EMPRESA BRASIL DE COMUNICACAO S.A. - EBC";2901,98;2627,74;"TV BRASIL";EBC;Televisão;Regional;"BRASILIA - DF"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002594/2017-98;Publicidade;Midia;16/08/2017;18/09/2017;2017NE800013;Institucional;107783;2017OB800903;;"Entrega do PISF Eixo Leste II - Reforço de divulgação";270139;30547;13426,53;13120,19;"23.493.364/0001-56 / TV DIARIO LTDA";11306,55;10238,08;"TV DIARIO";"SISTEMA VERDES MARES";Televisão;Regional;"FORTALEZA - CE"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002594/2017-98;Publicidade;Midia;16/08/2017;18/09/2017;2017NE800013;Institucional;107783;2017OB800903;;"MODERNIZAÇÃO DA LEGISLAÇÃO TRABALHISTA";272655;32919;39658,32;38753,49;"00.089.913/0001-26 / FUNDACAO SARA NOSSA TERRA";33396,48;33396,48;"REDE GENESIS";"SARA NOSSA TERRA";Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002594/2017-98;Publicidade;Midia;16/08/2017;18/09/2017;2017NE800013;Institucional;107783;2017OB800903;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 2° FASE";272654;32917;3005,33;2936,76;"05.737.541/0001-10 / ASSOCIACAO DAS ENTIDADES USUARIAS E ADMINISTRADORAS DO CANAL COMUNITARIO DA CIDADE DE BAURU";2530,8;2530,8;"TVC BAURU";;Televisão;Regional;"BAURU - SP"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002594/2017-98;Publicidade;Midia;16/08/2017;18/09/2017;2017NE800013;Institucional;107783;2017OB800903;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 2° FASE";272653;32916;3040;2970,64;"07.457.311/0001-23 / ASSOCIACAO DOS USUARIOS DA TV E CANAL COMUNITARIO DE LAURO DE FREITAS";2560;2560;"TV COM";;Televisão;Regional;"LAURO DE FREITAS - BA"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002594/2017-98;Publicidade;Midia;16/08/2017;18/09/2017;2017NE800013;Institucional;107783;2017OB800903;;"Brasil nos trilhos - Mudanças";272651;32912;12385,87;12103,28;"06.017.510/0001-58 / COMPANHIA RIO BONITO COMUNICAÇOES";10430,21;9444,56;"BAND NEWS";BAND;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002594/2017-98;Publicidade;Midia;16/08/2017;18/09/2017;2017NE800013;Institucional;107783;2017OB800903;;"Brasil nos trilhos - Mudanças";272788;33321;361180,5;352939,88;"00.252.848/0001-08 / TELECINE PROGRAMACAO DE FILMES LTDA";304152;275409,64;MEGAPIX;GLOBOSAT;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002658/2017-51;Publicidade;Midia;23/08/2017;18/09/2017;2017NE800011;Institucional;107783;2017OB800902;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 2° FASE";272786;19644;31253,22;30538,16;"60.509.239/0001-13 / RADIO E TELEVISAO BANDEIRANTES S.A.";26318,5;23824,42;BAND;BAND;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002378/2017-42;Publicidade;Midia;26/07/2017;14/09/2017;2017NE800013;Institucional;107783;2017OB800870;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 2° FASE";271795;32184;2995,92;2927,57;"10.851.366/0001-28 / ASSOCIACAO DA TV SANTA MARIA ";2522,88;2522,88;"SANTA MARIA";;Televisão;Regional;"SANTA MARIA - RS"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002378/2017-42;Publicidade;Midia;26/07/2017;14/09/2017;2017NE800013;Institucional;107783;2017OB800870;;"MODERNIZAÇÃO DA LEGISLAÇÃO TRABALHISTA";272357;32643;139385,97;136205,76;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";117377,66;106285,47;"RECORD - PROGRAMAS LOCAIS";RECORD;Televisão;Regional;"BRASILIA - DF"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002378/2017-42;Publicidade;Midia;26/07/2017;14/09/2017;2017NE800013;Institucional;107783;2017OB800870;;"Entrega do PISF Eixo Leste II - Reforço de divulgação";272353;32602;24967,35;24397,7;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";21025,14;18993;"SBT - DIFUSORA";SBT;Televisão;Regional;"SAO LUIS - MA"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002378/2017-42;Publicidade;Midia;26/07/2017;14/09/2017;2017NE800013;Institucional;107783;2017OB800870;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 2° FASE";271684;32059;2979,2;2911,23;"15.609.800/0001-81 / ASSOCIACAO DE ENTIDADES USUARIAS E ADMINISTRADORAS DO CANAL COMUNITARIO DE PRAIA GRANDE E REGIAO";2508,8;2508,8;"TV COM";;Televisão;Regional;"PRAIA GRANDE - SP"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002378/2017-42;Publicidade;Midia;26/07/2017;14/09/2017;2017NE800013;Institucional;107783;2017OB800870;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 2° FASE";271712;32070;2979,2;2911,23;"03.199.584/0001-64 / ASSOCIACAO DAS ENTIDADES USUARIAS DE CANAL COMUNITARIO EM SANTOS";2508,8;2508,8;"TV COM";;Televisão;Regional;"SANTOS - SP"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002378/2017-42;Publicidade;Midia;26/07/2017;14/09/2017;2017NE800013;Institucional;107783;2017OB800870;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 2° FASE";271670;32041;195776;191309,22;"02.344.518/0001-78 / REDE MULHER DE TELEVISAO LTDA";164864;149284,35;"RECORD NEWS";RECORD;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002395/2017-80;Publicidade;Midia;02/08/2017;14/09/2017;2017NE800013;Institucional;107783;2017OB800874;;"Entrega do PISF Eixo Leste II - Reforço de divulgação";272354;32603;4534,35;4430,89;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";3818,4;3412,94;DIFUSORA;SBT;Televisão;Regional;"IMPERATRIZ - MA"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002395/2017-80;Publicidade;Midia;02/08/2017;14/09/2017;2017NE800013;Institucional;107783;2017OB800874;;"MODERNIZAÇÃO DA LEGISLAÇÃO TRABALHISTA";272356;32642;26895,25;26281,61;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";22648,63;20508,33;RECORD;RECORD;Televisão;Regional;"BRASILIA - DF"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002395/2017-80;Publicidade;Midia;02/08/2017;14/09/2017;2017NE800013;Institucional;107783;2017OB800874;;"Entrega do PISF Eixo Leste II - Reforço de divulgação";272355;32604;7014,42;6854,38;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";5906,88;5270,68;"CIDADE VERDE";SBT;Televisão;Regional;"TERESINA - PI"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002397/2017-79;Publicidade;Midia;04/08/2017;14/09/2017;2017NE800011;Institucional;107783;2017OB800876;;"Entrega do PISF Eixo Leste II - Reforço de divulgação";270570;19210;2794,9;2731,13;"12.748.471/0001-61 / TELEVISAO NOVOS TEMPOS S/A";2353,6;2120,98;BAND;BAND;Televisão;Regional;"NATAL - RN"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002422/2017-14;Publicidade;Midia;02/08/2017;14/09/2017;2017NE800012;Institucional;107783;2017OB800884;;"Entrega do PISF Eixo Leste II - Reforço de divulgação";272363;59239;6186,63;6045,48;"07.628.934/0001-11 / SPC- SISTEMA PERNAMBUCANO DE COMUNICACOES LTDA";5209,79;4717,46;"TV REDE ESTAÇAO";;Televisão;Regional;"RECIFE - PE"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002424/2017-11;Publicidade;Midia;04/08/2017;14/09/2017;2017NE800011;Institucional;107783;2017OB800885;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 3° FASE";272114;19535;194332;189898,16;"02.344.518/0001-78 / REDE MULHER DE TELEVISAO LTDA";163648;148183,26;"RECORD NEWS";RECORD;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002427/2017-47;Publicidade;Midia;02/08/2017;14/09/2017;2017NE800013;Institucional;107783;2017OB800893;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 2° FASE";271685;32060;2979,2;2911,23;"15.609.875/0001-62 / ASSOCIACAO DE ENTIDADES USUARIAS E ADMINISTRADORAS DO CANAL COMUNITARIO DE SAO VICENTE E REGIAO";2508,8;2508,8;"TV COM";;Televisão;Regional;"SAO VICENTE - SP"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002427/2017-47;Publicidade;Midia;02/08/2017;14/09/2017;2017NE800013;Institucional;107783;2017OB800893;;"CAMPANHA REFORMA DA PREVIDÊNCIA - OPORTUNIDADE";271747;32170;82755,77;80867,63;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";69689,07;63096,75;SBT;SBT;Televisão;Nacional;Brasil
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002477/2017-24;Publicidade;Midia;04/08/2017;14/09/2017;2017NE800012;Institucional;107783;2017OB800897;;"Entrega do PISF Eixo Leste II - Reforço de divulgação";272467;59402;988,48;965,93;"04.503.353/0004-08 / RADIO E TV SCHAPPO LTDA";832,4;753,74;"BAND TERESINA";BAND;Televisão;Regional;"TERESINA - PI"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002482/2017-37;Publicidade;Midia;04/08/2017;14/09/2017;2016NE800005;Institucional;107783;2017OB800900;;"JOGOS PARALÍMPICOS RIO 2016";272465;18057;30088,29;29398,82;"02.131.538/0001-60 / TV OMEGA LTDA.";25337,51;22666,49;"REDE TV";"REDE TV";Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002185/2017-91;Publicidade;Midia;10/07/2017;12/09/2017;2016NE800007;Institucional;107783;2017OB800813;;"CAMPANHA DE PRESTAÇÃO DE CONTAS E AÇÕES DE OPORTUNIDADE";271677;32052;2080,5;2033,03;"10.305.548/0001-01 / SISTEMA TIMON DE RADIODIFUSAO LTDA";1752;1586,44;"TV MEIO NORTE";;Televisão;Regional;"TERESINA - PI"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002185/2017-91;Publicidade;Midia;10/07/2017;12/09/2017;2016NE800007;Institucional;107783;2017OB800813;;"CAMPANHA DE PRESTAÇÃO DE CONTAS E AÇÕES DE OPORTUNIDADE";271697;32066;2080,5;2033,03;"10.305.548/0001-01 / SISTEMA TIMON DE RADIODIFUSAO LTDA";1752;1586,44;"TV MEIO NORTE";;Televisão;Regional;"TERESINA - PI"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002193/2017-38;Publicidade;Midia;12/07/2017;12/09/2017;2015NE800013;Institucional;085460;2017OB800814;;"CAMPANHA DE PRESTAÇÃO DE CONTAS REGIONAL 2015 - III";271842;32322;3847,5;3759,71;"14.319.856/0001-39 / J M SERFATY FERREIRA SERVICOS DE COMUNICACAO LTDA - EPP";3240;3240;"TV GRAO PARA";;Televisão;Regional;"BELEM - PA"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002209/2017-11;Publicidade;Midia;12/07/2017;12/09/2017;2015NE800016;"Utilidade Pública";085461;2017OB800818;;"PLANO AGRÍCOLA E PECUÁRIO 2015/2016";271764;32270;5544,96;5418,44;"04.706.170/0001-47 / FUNDAÇAO ANGELO REDIVO";4669,44;4669,44;"AR TV";;Televisão;Regional;"ARARANGUA - SC"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002210/2017-37;Publicidade;Midia;12/07/2017;12/09/2017;2017NE800013;Institucional;107783;2017OB800819;;"MODERNIZAÇÃO DA LEGISLAÇÃO TRABALHISTA";271793;32271;10280,9;10046,33;"60.509.239/0001-13 / RADIO E TELEVISAO BANDEIRANTES S.A.";8657,6;7839,46;BANDEIRANTES;BAND;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002210/2017-37;Publicidade;Midia;12/07/2017;12/09/2017;2017NE800013;Institucional;107783;2017OB800819;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 2° FASE";271817;32321;2992,5;2924,22;"03.105.610/0001-48 / ASSOCIACAO DE ENTIDADES CANAL COMUNITARIO DE TVS POR ASSINAT";2520;2520;TVC;;Televisão;Regional;"RIO DE JANEIRO - RJ"
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002210/2017-37;Publicidade;Midia;12/07/2017;12/09/2017;2017NE800013;Institucional;107783;2017OB800819;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 2° FASE";271816;32320;79800;77979,3;"61.413.092/0001-26 / TELEVISAO INDEPENDENTE DE SAO JOSE DO RIO PRETO LTDA";67200;60849,6;"REDE VIDA";;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002210/2017-37;Publicidade;Midia;12/07/2017;12/09/2017;2017NE800013;Institucional;107783;2017OB800819;;"CAMPANHA REFORMA DA PREVIDÊNCIA - OPORTUNIDADE";271671;32042;408804;399476,81;"02.344.518/0001-78 / REDE MULHER DE TELEVISAO LTDA";344256;311723,81;"RECORD NEWS";RECORD;Televisão;Nacional;Brasil
"05.428.409/0003-99 / PROPEG COMUNICAÇÃO SA";00170.002295/2017-53;Publicidade;Midia;21/07/2017;12/09/2017;2016NE800007;Institucional;107783;2017OB800834;;"JOGOS PARALÍMPICOS RIO 2016";272041;32506;217,19;212,24;"09.168.704/0001-42 / EMPRESA BRASIL DE COMUNICACAO S.A. - EBC";182,9;165,62;"TV BRASIL";EBC;Televisão;Regional;"BRASILIA - DF"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002302/2017-17;Publicidade;Midia;21/07/2017;12/09/2017;2017NE800012;Institucional;107783;2017OB800839;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 2° FASE";271979;58849;6372,08;6226,69;"93.646.107/0001-92 / TELEVISAO URBANA LTDA";5365,96;4858,88;"TV URBANA";;Televisão;Regional;"PORTO ALEGRE - RS"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002304/2017-14;Publicidade;Midia;21/07/2017;12/09/2017;2015NE800012;Institucional;085460;2017OB800840;;"CAMPANHA PROGRAMA DE INVESTIMENTOS EM LOGÍSTICA - NOVA ETAPA - II";271984;58867;5836,8;5703,63;"04.706.170/0001-47 / FUNDAÇAO ANGELO REDIVO";4915,2;4915,2;"AR TV";;Televisão;Regional;"ARARANGUA - SC"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002318/2017-20;Publicidade;Midia;21/07/2017;12/09/2017;2017NE800012;Institucional;107783;2017OB800842;;"Entrega do PISF Eixo Leste II - Reforço de divulgação";271980;58850;6412,5;6266,19;"06.101.061/0001-21 / FUNDACAO PEDRO AMERICO";5400;5400;"TV ITARARE";;Televisão;Regional;"CAMPINA GRANDE - PB"
"57.118.929/0002-18 / NOVA S/B COMUNICAÇÃO LTDA";00170.002318/2017-20;Publicidade;Midia;21/07/2017;12/09/2017;2017NE800012;Institucional;107783;2017OB800842;;"Entrega do PISF Eixo Leste II - Reforço de divulgação";271994;58772;6442,26;6295,27;"23.592.108/0001-16 / RAIMUNDO ANSELMO LIMA MORORO E CIA LTDA - ME";5425,06;4912,39;"CANAL 54";;Televisão;Regional;"FORTALEZA - CE"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002320/2017-07;Publicidade;Midia;21/07/2017;12/09/2017;2017NE800011;Institucional;107783;2017OB800847;;"Entrega do PISF Eixo Leste II - Reforço de divulgação";270594;19237;29785,35;29105,77;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";25082,4;22712,11;"SBT    ";SBT;Televisão;Regional;"FORTALEZA - CE"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002320/2017-07;Publicidade;Midia;21/07/2017;12/09/2017;2017NE800011;Institucional;107783;2017OB800847;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 3° FASE";272116;19537;8238,15;8050,19;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";6937,39;6281,81;RECORD;RECORD;Televisão;Regional;"BRASILIA - DF"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002320/2017-07;Publicidade;Midia;21/07/2017;12/09/2017;2017NE800011;Institucional;107783;2017OB800847;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 3° FASE";272115;19536;15282,02;14933,35;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";12869,07;11652,94;RECORD;RECORD;Televisão;Regional;"BRASILIA - DF"
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002320/2017-07;Publicidade;Midia;21/07/2017;12/09/2017;2017NE800011;Institucional;107783;2017OB800847;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 3° FASE";272113;19534;256129,5;250285,7;"45.039.237/0001-14 / TVSBT CANAL 4 DE SAO PAULO S/A";215688;195305,48;SBT;SBT;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002320/2017-07;Publicidade;Midia;21/07/2017;12/09/2017;2017NE800011;Institucional;107783;2017OB800847;;"Campanha de Prestação de Contas - Oportunidade ";272110;19531;45600;44559,6;"02.344.518/0001-78 / REDE MULHER DE TELEVISAO LTDA";38400;34771,2;"RECORD NEWS";RECORD;Televisão;Nacional;Brasil
"04.895.208/0004-10 / LEO BURNETT PUBLICIDADE LTDA";00170.002320/2017-07;Publicidade;Midia;21/07/2017;12/09/2017;2017NE800011;Institucional;107783;2017OB800847;;"CAMPANHA REFORMA DA PREVIDÊNCIA - 2° FASE";272108;19528;20981,7;20502,98;"02.579.308/0001-69 / RADIO E TELEVISAO CAPITAL LTDA";17668,8;15999,1;RECORD;RECORD;Televisão;Regional;"FLORIANOPOLIS - SC"
